,customer_id,credit_label,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,annually_income_segment
956,56382,Good,517,155,157,390,462,713807000,491639000,43097100,4197620,61,63,41,0.8069720124639166,23,0.2,982,48,0.0711948716896976,Rất ổn định,3815000,Dưới 300 triệu
957,46521,Good,559,177,121,572,44,529786000,523669000,15807800,7827670,8,55,1,0.7168211405724197,94,0.49,614,18,0.6068801421109757,Tạm ổn,5438000,Dưới 300 triệu
958,20293,Good,657,125,76,531,454,903529000,32624000,12851200,1106230,149,73,2,0.7754549327906195,60,0.42,793,15,0.7211054523961451,Rất ổn định,8744000,Từ 300 triệu tới 1 tỷ
959,16160,Good,381,93,292,472,123,907524000,295060000,2625400,1113220,147,54,66,0.2940397800178402,28,0.89,931,11,0.356556811244858,Rất ổn định,4056000,Dưới 300 triệu
960,13196,Good,155,65,217,104,729,213649000,791175000,17701700,1855240,4,66,38,0.5071385002717219,81,0.44,298,16,0.6260851831244897,Rất ổn định,372000,Dưới 300 triệu
961,73375,Good,477,230,126,420,399,694228000,701914000,45258000,9102980,137,39,1,0.673339863141699,68,0.02,399,38,0.0478141692118625,Rất ổn định,9543000,Dưới 300 triệu
962,94659,Good,642,171,147,273,505,78385000,224348000,93233900,5395980,205,83,3,0.3439029087320223,45,0.89,538,12,0.1167161610644721,Rất ổn định,6173000,Trên 3 tỷ
963,55059,Good,783,326,180,198,601,601864000,686742000,55913500,8823360,129,29,39,0.3207425435692278,98,0.77,754,1,0.7359354369265281,Rất ổn định,2791000,Trên 3 tỷ
964,99423,Good,411,7,132,193,990,870536000,896605000,84931100,4719210,41,65,7,0.3421339278916664,37,0.82,243,43,0.373170090354027,Rất ổn định,8558000,Trên 1 tỷ
965,48590,Good,596,361,170,558,587,865187000,746681000,30393700,4117910,275,25,1,0.4894221283472609,67,0.96,524,13,0.1052454314281142,Rất ổn định,1017000,Từ 300 triệu tới 1 tỷ
966,71384,Good,884,285,8,125,211,145085000,220166000,34315400,6745610,64,16,6,0.2560609270182921,84,0.05,858,30,0.8463743552451692,Rất ổn định,7288000,Trên 3 tỷ
967,56761,Good,844,52,142,394,485,822422000,276161000,63765600,3441490,39,82,4,0.5807769896167818,85,0.61,187,44,0.235046938474599,Rất ổn định,8412000,Trên 1 tỷ
968,7418,Good,789,311,36,406,718,408599000,199243000,70757700,8032040,33,75,4,0.6013384145513859,12,0.03,319,37,0.3089336759110932,Ổn định,2436000,Dưới 300 triệu
969,48992,Good,78,176,224,68,680,737318000,936288000,98611200,3425530,259,19,8,0.3266215723024932,50,0.87,324,5,0.428764623626652,Rất ổn định,106000,Dưới 300 triệu
970,72855,Good,737,221,53,92,965,605451000,674145000,23869200,4622280,133,47,14,0.0491741156758616,89,0.66,478,46,0.2273450833184978,Tạm ổn,8611000,Trên 1 tỷ
971,48330,Good,264,151,11,419,56,584161000,293047000,40562200,2117710,210,21,51,0.1506975209427128,56,0.7,517,3,0.700390563519558,Ổn định,3310000,Từ 300 triệu tới 1 tỷ
972,59601,Good,829,309,180,130,10,21347000,610621000,91251200,7540540,92,31,25,0.3100970455429127,54,0.27,726,19,0.2299414414925228,Rất ổn định,8736000,Trên 3 tỷ
973,8986,Good,609,66,26,41,455,661100000,641222000,30702400,5952220,72,20,6,0.2597095164076699,33,0.28,397,12,0.2823721505317057,Rất ổn định,4446000,Trên 3 tỷ
974,82847,Good,532,297,47,400,383,546927000,284997000,73766300,5184670,205,98,3,0.5752655045509674,63,0.78,572,27,0.8324014111999348,Tạm ổn,324000,Trên 1 tỷ
975,42348,Good,251,133,232,118,562,631627000,181622000,28674300,4005840,254,65,2,0.2391053539426799,94,0.01,975,21,0.0100001782063168,Rất ổn định,5881000,Dưới 300 triệu
976,71767,Good,529,235,67,519,812,776661000,531776000,50551100,6898890,178,51,13,0.7301036524596269,37,0.98,734,21,0.5405488801518248,Rất ổn định,4166000,Từ 300 triệu tới 1 tỷ
977,14704,Good,811,314,276,337,549,984779000,288346000,87497200,9607880,12,29,15,0.6709816986739194,9,0.06,303,50,0.4348716254838968,Rất ổn định,9103000,Trên 3 tỷ
978,22130,Good,614,81,299,152,912,362251000,114246000,43828900,7697930,21,24,19,0.1564138479501428,93,0.19,74,30,0.217123577641028,Rất ổn định,1832000,Trên 3 tỷ
979,4849,Good,411,175,269,88,223,732494000,206240000,64587900,2945130,142,46,1,0.9431809788426416,21,0.05,391,50,0.127475800611874,Rất ổn định,6378000,Trên 1 tỷ
980,23311,Good,839,357,13,469,30,913920000,683514000,66185100,3273210,167,86,1,0.1283846222306424,96,0.72,194,40,0.0757901008902947,Ổn định,2053000,Trên 1 tỷ
981,84207,Good,406,207,299,74,730,883416000,45461000,77398600,6017240,285,77,38,0.1320107556912334,32,0.96,993,13,0.2579334889267565,Tạm ổn,7378000,Trên 1 tỷ
982,35848,Good,408,132,281,203,651,207475000,855794000,23885200,3204220,242,87,4,0.9189810293687956,24,0.06,883,4,0.5259286140326513,Rất ổn định,4982000,Trên 1 tỷ
983,72042,Good,134,45,5,322,387,566248000,7089000,79998000,3823090,116,36,28,0.5018143479084338,72,0.54,765,14,0.3824749696900547,Rất ổn định,4644000,Trên 3 tỷ
984,54751,Good,32,155,182,171,908,594241000,673672000,93393100,8320030,151,46,2,0.7322597235476521,22,0.75,292,13,0.9179842113166282,Ổn định,4479000,Trên 3 tỷ
985,4455,Bad,112,206,247,211,585,943956000,594274000,81647800,9673920,212,72,6,0.7314702887784925,77,0.6,668,44,0.803103411932347,Tạm ổn,2637000,Dưới 300 triệu
986,69829,Good,426,154,163,329,129,584650000,603072000,23361700,8248990,99,78,15,0.6719363750186802,20,0.6,490,24,0.1395509810016509,Ổn định,4898000,Dưới 300 triệu
987,31287,Good,70,269,165,498,982,774297000,763431000,81449600,2159310,274,70,7,0.094048519763045,75,0.54,553,13,0.1340357656555881,Tạm ổn,3834000,Trên 3 tỷ
988,44554,Good,388,129,265,240,899,877652000,255677000,33930000,7475970,234,97,40,0.083502407694374,53,0.69,498,20,0.8506066384241355,Ổn định,4863000,Trên 3 tỷ
989,99315,Good,270,103,14,152,371,387762000,736100000,27197200,3837780,169,24,24,0.8952182070754446,58,0.03,213,25,0.8786499602956669,Rất ổn định,6551000,Trên 1 tỷ
990,94043,Bad,264,149,110,108,204,190400000,658809000,92549500,3365100,11,64,66,0.2199927878184427,82,0.76,941,50,0.0481443622367577,Rất ổn định,8831000,Trên 3 tỷ
991,12410,Good,358,338,250,172,575,993040000,986392000,49197600,2016800,283,90,20,0.2661816633488369,82,0.32,244,7,0.2564388481570668,Ổn định,8255000,Dưới 300 triệu
992,20962,Good,270,4,254,562,382,183848000,627803000,24987300,7518200,227,86,6,0.0423118600322361,90,0.76,806,23,0.8580375933658587,Ổn định,8522000,Dưới 300 triệu
993,66378,Good,615,35,226,81,965,691387000,292314000,63149700,109920,105,83,2,0.8210474539647628,51,0.22,936,14,0.8462559334313493,Rất ổn định,8257000,Dưới 300 triệu
994,61788,Good,870,247,63,414,274,539957000,488006000,28387700,9176060,74,20,5,0.8148836881726349,98,0.81,558,47,0.7765364462943355,Ổn định,7839000,Trên 1 tỷ
995,15508,Good,499,133,137,433,809,305545000,916119000,89996400,486160,127,69,1,0.8601454521798044,69,0.88,724,36,0.583784058740605,Rất ổn định,5799000,Trên 1 tỷ
996,85518,Good,267,63,267,146,169,744926000,567796000,80239600,1085230,25,70,34,0.0564407475504324,36,0.61,348,21,0.3650931761242661,Rất ổn định,1105000,Trên 3 tỷ
997,96285,Good,867,70,88,201,712,298015000,411383000,52968400,5245650,64,90,4,0.3575262376790352,33,0.12,266,37,0.8986956640268535,Ổn định,9250000,Dưới 300 triệu
998,59735,Good,314,239,175,236,160,133934000,413243000,3383800,708710,267,57,1,0.6095809567013015,88,0.81,860,37,0.2849558548233367,Rất ổn định,651000,Trên 1 tỷ
999,16280,Good,777,31,17,585,631,786011000,289680000,35597100,3466780,248,78,53,0.3591373603540283,2,0.04,456,8,0.8394385738440701,Rất ổn định,7412000,Trên 3 tỷ
1000,9485,Good,117,198,272,350,156,692965000,412685000,62535500,7945230,283,65,3,0.2743534282269941,44,0.54,887,4,0.8474016363375457,Ổn định,4479000,Trên 1 tỷ
1001,29434,Good,298,315,163,324,498,402388000,472962000,62808800,1359870,44,59,4,0.3423613134449867,93,0.94,252,5,0.7383353119995383,Rất ổn định,1717000,Từ 300 triệu tới 1 tỷ
1002,80457,Good,705,64,240,550,613,616996000,234272000,9178800,4776210,294,63,4,0.4870691694850354,86,0.63,400,19,0.9704116809214964,Ổn định,1315000,Trên 1 tỷ
1003,60462,Good,96,268,30,290,909,209858000,25823000,49592800,4163090,35,76,44,0.1414234366137194,67,0.5,868,21,0.7496899912248269,Rất ổn định,6962000,Trên 1 tỷ
1004,40200,Good,729,242,87,587,917,708450000,854812000,814200,2772210,132,79,24,0.2163955572517456,44,0.02,313,39,0.6730070585814667,Rất ổn định,6465000,Từ 300 triệu tới 1 tỷ
1005,17017,Good,410,177,90,444,395,209601000,249929000,11505700,2159970,103,25,10,0.1314581608369984,50,0.9,808,11,0.7877951869584244,Rất ổn định,8633000,Dưới 300 triệu
1006,91494,Good,116,311,115,350,930,755617000,862345000,45861400,7267300,134,15,1,0.4654211231351033,73,0.91,915,4,0.8999661589357248,Rất ổn định,2202000,Dưới 300 triệu
1007,10029,Good,244,36,241,198,39,32931000,837130000,24320900,3125210,139,16,53,0.2520799270213976,99,0.16,404,22,0.5698466535241606,Ổn định,502000,Trên 1 tỷ
1008,99337,Good,653,48,286,551,925,193925000,298243000,45160200,2432880,58,71,26,0.6581900033388534,51,0.62,262,0,0.3665030278719839,Rất ổn định,2074000,Dưới 300 triệu
1009,40123,Good,850,199,256,309,30,62975000,226545000,6917400,8857840,263,47,8,0.2111333270126014,28,0.45,801,22,0.5091260710585134,Tạm ổn,5175000,Trên 1 tỷ
1010,84087,Good,86,37,263,475,97,280864000,231313000,14318200,4809450,38,68,7,0.7752318708277777,50,0.08,114,12,0.8323921552748346,Tạm ổn,1128000,Từ 300 triệu tới 1 tỷ
1011,60260,Good,747,57,89,67,476,292937000,532722000,9541900,6928650,241,70,1,0.5524970967121986,70,0.45,415,27,0.766244625324958,Ổn định,2714000,Dưới 300 triệu
1012,16492,Good,884,244,148,299,562,157416000,520414000,77829400,5388210,254,13,41,0.1456128688440335,16,0.4,99,43,0.5982414345766084,Rất ổn định,102000,Từ 300 triệu tới 1 tỷ
1013,72109,Good,279,212,41,529,560,470380000,834685000,27789300,1399300,190,19,11,0.3530774609920736,4,0.99,709,34,0.1534986021812922,Rất ổn định,1336000,Dưới 300 triệu
1014,70849,Good,625,207,294,368,874,111164000,936099000,5956100,3447400,99,9,7,0.7534056990004182,82,0.71,988,39,0.3516937657829967,Tạm ổn,6341000,Dưới 300 triệu
1015,7636,Good,680,63,116,294,610,632481000,615539000,20817200,1568070,141,57,25,0.516916699011544,29,0.18,301,12,0.9887526759123266,Rất ổn định,3375000,Trên 1 tỷ
1016,25206,Bad,59,205,155,18,763,499376000,183219000,89034100,9900990,210,81,8,0.0137804859485652,92,0.85,852,4,0.4417110875068104,Tạm ổn,122000,Trên 3 tỷ
1017,92335,Good,185,281,42,9,817,510821000,652452000,72435800,8153890,153,73,10,0.4872341973722346,97,0.43,932,30,0.4947845358418626,Ổn định,1313000,Từ 300 triệu tới 1 tỷ
1018,80192,Good,499,13,191,488,436,8087000,778591000,78010000,622580,92,99,2,0.7379213600066358,96,0.42,597,44,0.7310287200753389,Rất ổn định,2417000,Dưới 300 triệu
1019,6564,Good,899,282,174,125,15,917633000,296078000,70866800,2669790,137,64,6,0.5688382412892745,32,0.26,659,9,0.7128196792914422,Rất ổn định,7368000,Trên 1 tỷ
1020,53759,Good,97,118,200,297,2,991958000,651122000,53803500,6756220,30,3,34,0.8599657268407289,39,0.35,270,7,0.7088912633196233,Rất ổn định,7729000,Trên 1 tỷ
1021,29561,Good,175,362,28,34,749,85676000,894406000,25619200,9253310,11,73,5,0.755661144545008,78,0.24,702,28,0.0372059550779165,Rất ổn định,1733000,Từ 300 triệu tới 1 tỷ
1022,41136,Bad,316,184,25,408,802,597239000,375025000,51912300,9823610,65,70,35,0.051138746544031,73,0.97,954,45,0.902916826133534,Ổn định,101000,Dưới 300 triệu
1023,24904,Bad,74,334,241,15,576,118568000,977020000,75476200,9170850,25,29,6,0.5903590711123315,95,0.82,167,43,0.647010243430954,Tạm ổn,8289000,Trên 3 tỷ
1024,14204,Good,782,253,109,433,370,499163000,211782000,66521600,7654790,247,7,17,0.6179163867248848,30,0.24,563,20,0.601338817865194,Rất ổn định,7963000,Từ 300 triệu tới 1 tỷ
1025,857,Good,283,3,100,31,854,67173000,394337000,11800000,521690,217,71,29,0.6760575294782014,82,0.42,276,32,0.7294359085636035,Rất ổn định,5851000,Từ 300 triệu tới 1 tỷ
1026,98483,Good,143,136,50,83,603,527100000,623590000,33047300,2426880,32,81,45,0.0135215718771808,70,0.67,160,6,0.4254901487651353,Rất ổn định,7638000,Trên 3 tỷ
1027,21116,Good,832,91,298,17,200,995573000,283631000,26679600,4366730,68,96,2,0.0859479569284177,12,0.62,730,28,0.509312880182112,Rất ổn định,426000,Từ 300 triệu tới 1 tỷ
1028,89020,Good,513,96,168,265,476,292733000,930000,35268800,1278950,268,78,59,0.8467780907531512,55,0.41,720,19,0.3596259315131963,Ổn định,2573000,Trên 3 tỷ
1029,26663,Good,829,352,90,438,182,294090000,672133000,87824300,1580540,231,64,4,0.8196680271005182,42,0.58,289,21,0.4010033162126728,Ổn định,1698000,Trên 1 tỷ
1030,99590,Good,610,241,164,95,756,82605000,625928000,24150100,2524190,20,56,4,0.6980728696248784,69,0.63,539,35,0.296835468645531,Ổn định,6348000,Trên 3 tỷ
1031,97734,Good,687,161,279,109,792,872637000,753212000,21131100,6805120,97,86,6,0.3702085364729955,79,0.42,323,50,0.9900659371604466,Rất ổn định,6653000,Từ 300 triệu tới 1 tỷ
1032,32649,Good,869,208,192,235,822,78412000,681068000,51850500,2887850,211,94,2,0.0286916989289832,46,0.92,208,25,0.9664176246457022,Ổn định,1001000,Trên 1 tỷ
1033,79026,Good,134,18,218,20,172,217220000,761627000,87665000,763500,124,1,1,0.8854535865157172,69,0.64,698,7,0.5563578502863754,Rất ổn định,8672000,Trên 1 tỷ
1034,2290,Good,496,55,219,311,979,506987000,284341000,52320100,2292600,215,76,18,0.1228282564963616,41,0.1,603,32,0.8376929234835581,Rất ổn định,6517000,Trên 1 tỷ
1035,96306,Good,888,325,298,403,643,745127000,719144000,25478100,8770920,121,86,24,0.7141397735043706,97,0.98,177,28,0.3213743946053947,Ổn định,6443000,Từ 300 triệu tới 1 tỷ
1036,51821,Good,444,346,50,489,795,410748000,734813000,4799600,7294660,240,21,33,0.2514481547445072,47,0.14,185,5,0.5688902244018094,Rất ổn định,724000,Trên 3 tỷ
1037,49379,Good,640,69,3,523,56,277150000,270292000,54582800,5968510,230,55,1,0.7047679576359679,12,0.52,628,2,0.0908150636446886,Rất ổn định,4016000,Trên 1 tỷ
1038,65715,Good,323,177,12,210,958,821557000,3182000,38449400,7144730,32,97,1,0.4991797120096962,15,0.64,898,10,0.6998602861085996,Ổn định,7817000,Dưới 300 triệu
1039,24542,Good,875,111,182,465,457,105485000,691200000,73759200,2557460,32,71,7,0.6838231870337368,57,0.42,634,40,0.1356961325044595,Rất ổn định,1081000,Từ 300 triệu tới 1 tỷ
1040,15874,Bad,449,277,71,152,516,334979000,998973000,55211100,5139610,123,34,68,0.1939065953818419,78,0.99,367,37,0.4452250746025503,Thất thường,158000,Trên 3 tỷ
1041,12516,Good,776,126,29,297,941,284069000,467427000,49142000,9778920,96,58,9,0.1920300100925281,75,0.12,333,28,0.5661550325990412,Ổn định,8929000,Dưới 300 triệu
1042,27298,Good,243,109,181,339,675,496432000,247695000,4766400,8110970,300,88,3,0.3415429213063905,95,0.85,328,17,0.417933884739522,Rất ổn định,2700000,Trên 1 tỷ
1043,91649,Good,879,125,270,265,665,367961000,304485000,48176100,7811770,251,37,1,0.5263336679611914,93,0.75,485,48,0.8595312418795281,Ổn định,5807000,Trên 1 tỷ
1044,4903,Good,758,362,194,432,769,572710000,58145000,60701800,5148710,245,8,1,0.2360321088639921,65,0.58,10,3,0.6800687363261724,Rất ổn định,746000,Trên 3 tỷ
1045,43676,Good,302,225,56,431,548,112011000,46603000,43005400,2101100,23,33,50,0.9968075788740446,34,0.01,541,7,0.3386997187797093,Ổn định,8064000,Trên 1 tỷ
1046,22833,Good,345,73,207,101,973,682362000,983694000,53021600,6819350,1,56,9,0.1654554154030502,12,0.26,409,31,0.2963133788252587,Rất ổn định,7293000,Trên 1 tỷ
1047,33595,Good,566,176,221,183,443,497420000,930451000,51778800,7511240,130,46,19,0.0693213593787592,42,0.91,599,42,0.799390943697613,Ổn định,3724000,Dưới 300 triệu
1048,17202,Good,846,360,229,488,880,516876000,554913000,69305000,721660,75,47,1,0.1985513754305812,78,0.14,388,45,0.7107406512707393,Rất ổn định,5252000,Trên 3 tỷ
1049,18405,Good,393,175,32,253,152,34719000,953272000,90586500,9025510,39,98,1,0.4418638615826333,72,0.11,959,23,0.5722271966374519,Rất ổn định,7122000,Trên 3 tỷ
1050,82191,Good,718,245,163,219,352,744898000,200999000,63764900,578570,40,47,10,0.8546118375301589,99,0.14,95,19,0.5099317252028045,Rất ổn định,8986000,Trên 1 tỷ
1051,45478,Good,798,288,133,133,625,978288000,766150000,40400,6761580,85,9,17,0.569368696196391,84,0.42,224,0,0.4783369636516311,Ổn định,7335000,Trên 3 tỷ
1052,4413,Good,291,365,145,171,179,8344000,461292000,58623900,6302950,136,86,10,0.4875778453243427,84,0.76,677,22,0.8469762707331658,Ổn định,1730000,Từ 300 triệu tới 1 tỷ
1053,9923,Good,864,182,123,7,195,319618000,366231000,37479600,7242120,202,72,2,0.8621038779437934,20,0.59,197,27,0.0754104399614803,Ổn định,6342000,Trên 3 tỷ
1054,88714,Good,149,306,82,583,416,789793000,880472000,59458300,8444310,94,88,16,0.5676686979042338,74,0.1,707,7,0.3300894244497889,Rất ổn định,8613000,Trên 1 tỷ
1055,47380,Bad,104,60,230,167,635,195396000,622078000,43069000,6765670,108,4,31,0.3162501865096897,89,0.66,792,43,0.0007338652627933,Tạm ổn,337000,Từ 300 triệu tới 1 tỷ
1056,20895,Good,425,2,260,376,924,687523000,378916000,29182100,9157430,205,52,1,0.942494905993632,62,0.48,727,3,0.2135169929152854,Rất ổn định,6296000,Từ 300 triệu tới 1 tỷ
1057,50217,Good,601,123,33,296,998,322674000,708610000,428900,9948020,230,19,58,0.2793989869310135,97,0.69,245,42,0.9256488775874304,Ổn định,9271000,Dưới 300 triệu
1058,10308,Bad,347,8,134,200,820,529236000,684661000,30583900,8966750,242,24,36,0.4484567884003767,47,0.83,958,38,0.5668704376251824,Thất thường,8701000,Từ 300 triệu tới 1 tỷ
1059,68261,Good,311,9,123,413,25,205831000,120839000,41641400,143760,62,37,3,0.9668749554519336,75,0.44,154,30,0.7306723325383426,Ổn định,3023000,Từ 300 triệu tới 1 tỷ
1060,89199,Good,765,134,123,528,920,2024000,528518000,5572900,2901440,141,97,1,0.754254973950751,66,0.65,511,49,0.6104470715950217,Rất ổn định,4060000,Trên 3 tỷ
1061,25659,Good,894,61,287,245,225,262970000,16885000,73454200,244910,24,73,28,0.8785085798385436,42,0.19,541,44,0.953006775244048,Rất ổn định,8830000,Trên 3 tỷ
1062,28161,Good,297,238,133,439,995,628512000,951742000,20621400,1509510,43,43,5,0.0903340464575409,70,0.45,563,30,0.9953091186285232,Rất ổn định,4267000,Dưới 300 triệu
1063,40426,Good,310,98,124,381,660,838617000,300215000,53046300,3489430,164,33,22,0.0135614971232798,24,0.44,581,18,0.8980800196442946,Rất ổn định,7647000,Trên 1 tỷ
1064,85142,Good,46,359,23,517,100,106326000,337325000,23336700,9295250,177,90,11,0.0326103720776674,95,0.15,806,15,0.6839025371642434,Rất ổn định,6558000,Trên 1 tỷ
1065,12318,Good,783,169,47,600,185,616043000,113670000,93439800,3369670,210,83,2,0.6941486837256905,51,0.57,994,3,0.098386594727183,Rất ổn định,6121000,Trên 1 tỷ
1066,84231,Good,897,34,182,490,791,222993000,524232000,61900200,9064350,140,92,2,0.902971665380512,15,0.68,180,1,0.3257965437548566,Rất ổn định,5962000,Trên 1 tỷ
1067,72342,Good,214,38,57,320,222,115356000,196883000,4033200,6623460,27,24,58,0.3199402362755796,32,0.3,904,18,0.304429364613388,Rất ổn định,4964000,Trên 3 tỷ
1068,9661,Good,579,108,204,474,257,574188000,857952000,46479800,8712070,120,52,8,0.533426828348296,2,0.53,351,20,0.4130920408710693,Rất ổn định,7239000,Trên 3 tỷ
1069,53046,Good,763,199,181,366,182,516094000,139391000,90211500,8596730,69,19,38,0.7466249398467447,34,0.2,916,0,0.428136358608533,Rất ổn định,9344000,Trên 3 tỷ
1070,68528,Good,637,139,74,314,599,559467000,772706000,45572000,1552150,143,70,69,0.4021311346260284,44,0.01,991,31,0.3669923920224315,Rất ổn định,2102000,Trên 3 tỷ
1071,72124,Good,778,191,100,38,700,277091000,428712000,91827900,729040,81,2,66,0.3963846354495852,1,0.37,233,37,0.1553838702147522,Ổn định,1935000,Từ 300 triệu tới 1 tỷ
1072,47199,Good,196,142,167,201,751,552173000,202742000,88419700,5401950,39,18,1,0.4926701012434994,90,0.51,829,4,0.2073094716907598,Ổn định,1810000,Dưới 300 triệu
1073,27882,Good,232,229,181,268,903,412992000,531060000,15090500,6611980,147,92,5,0.8962124786883159,24,0.24,582,43,0.2162367505591041,Ổn định,6942000,Trên 1 tỷ
1074,50671,Good,581,178,91,282,159,581230000,439493000,55445900,2768520,22,77,36,0.9394017159084834,74,0.99,485,49,0.8440061219728995,Ổn định,669000,Trên 3 tỷ
1075,24057,Good,310,324,180,336,46,113199000,657681000,53590700,1763390,247,37,15,0.0556605616742204,44,0.38,972,39,0.1114149073592009,Rất ổn định,3306000,Trên 3 tỷ
1076,69639,Good,571,7,256,177,367,380116000,2799000,12363000,9616200,105,27,2,0.0247654981650983,34,0.39,823,10,0.3355835686486894,Rất ổn định,8670000,Dưới 300 triệu
1077,77815,Good,467,357,38,540,51,286025000,963366000,4864700,497590,41,93,1,0.1507774658559417,87,0.8,526,1,0.767711399568432,Ổn định,3168000,Trên 1 tỷ
1078,14151,Good,856,25,103,202,567,312370000,132496000,21881400,6640130,15,7,42,0.9938912133685038,58,0.21,902,36,0.8869957506945787,Rất ổn định,1095000,Trên 1 tỷ
1079,71600,Good,656,157,234,151,63,477680000,168480000,45560700,5011220,22,44,1,0.8396084808634391,69,0.74,39,47,0.0885358331612523,Rất ổn định,2159000,Từ 300 triệu tới 1 tỷ
1080,11612,Good,248,212,169,506,656,99870000,624832000,19638700,6663560,286,28,33,0.0285018625922417,35,0.78,831,20,0.2741667993048885,Ổn định,2270000,Trên 3 tỷ
1081,57814,Good,780,273,104,315,515,421183000,987999000,35199200,8869200,245,40,11,0.3841355728283052,4,0.28,267,34,0.2574904273605236,Ổn định,1213000,Dưới 300 triệu
1082,49897,Good,893,268,274,192,701,781613000,396100000,1287400,4866360,154,50,2,0.92093827828184,96,0.66,200,22,0.8630816434788487,Rất ổn định,4391000,Trên 3 tỷ
1083,93579,Good,557,344,173,163,384,380426000,770718000,75682800,3060010,1,61,4,0.5853347223039657,65,0.65,235,30,0.4660561436913751,Ổn định,1062000,Từ 300 triệu tới 1 tỷ
1084,92113,Good,752,341,281,194,840,280730000,759420000,38253000,5350800,247,3,8,0.2187003193224864,95,0.24,14,8,0.7712446613904271,Rất ổn định,1006000,Trên 1 tỷ
1085,27044,Good,792,13,180,376,467,839000,81099000,11546100,5588040,292,40,65,0.8201301958961008,6,0.37,917,45,0.0720532757333972,Rất ổn định,2040000,Trên 1 tỷ
1086,59833,Good,735,187,109,475,994,897514000,753718000,29065900,8365910,292,71,34,0.640071442456298,40,0.97,789,41,0.5456499931824661,Rất ổn định,3192000,Trên 3 tỷ
1087,69322,Good,862,126,290,62,176,252990000,588104000,78800000,7905640,219,78,11,0.4242386829433017,67,0.44,546,27,0.0326926863138702,Rất ổn định,314000,Trên 3 tỷ
1088,31348,Good,441,202,260,254,938,272203000,48219000,91750600,1485290,148,96,37,0.8668830649753805,37,0.56,273,7,0.915222140983456,Ổn định,5739000,Trên 1 tỷ
1089,16424,Good,433,282,27,11,479,112461000,740951000,25597200,6411500,196,26,5,0.5210091172493689,42,0.81,376,42,0.4397207182773389,Rất ổn định,3074000,Dưới 300 triệu
1090,69642,Good,574,265,48,516,216,643072000,291275000,31893900,2531090,278,27,8,0.323540551875198,42,0.65,696,39,0.8226868644537215,Rất ổn định,9215000,Trên 1 tỷ
1091,39092,Good,324,246,123,198,407,764859000,422110000,35155200,9526500,138,57,58,0.465341611344518,9,0.4,559,41,0.631003073826358,Rất ổn định,4639000,Trên 1 tỷ
1092,18316,Good,681,171,151,269,384,340324000,556771000,58536300,7279310,200,88,7,0.0599751112229355,18,0.57,317,26,0.8370023300226511,Rất ổn định,8196000,Dưới 300 triệu
1093,63811,Good,677,329,6,268,928,640024000,978397000,90356100,923980,186,58,36,0.7106157141087273,93,0.46,569,19,0.2064558796020598,Rất ổn định,7573000,Dưới 300 triệu
1094,71598,Good,317,259,267,199,999,657571000,23457000,21475600,7937580,211,94,1,0.995408586384072,69,0.66,824,25,0.9586045544811512,Rất ổn định,6417000,Trên 3 tỷ
1095,19230,Good,721,216,265,468,397,563627000,634833000,17840000,9916920,131,39,20,0.3506948137002443,84,0.91,796,47,0.5960299711530012,Ổn định,234000,Dưới 300 triệu
1096,65412,Good,752,145,183,449,908,243868000,398857000,31845200,4061260,78,56,28,0.1459028640888413,57,0.99,951,2,0.5493011597348634,Ổn định,3590000,Dưới 300 triệu
1097,83715,Good,238,93,55,188,709,633686000,906012000,96176900,1708430,127,79,3,0.9472492602473924,10,0.36,819,43,0.1439523443170196,Rất ổn định,3533000,Từ 300 triệu tới 1 tỷ
1098,42922,Good,609,263,158,336,984,903656000,836310000,79139100,3953600,123,81,1,0.7750076228198347,72,0.66,678,46,0.771256611384823,Ổn định,1303000,Trên 1 tỷ
1099,41335,Good,586,58,65,513,211,541160000,859519000,15878700,1444890,71,3,11,0.5130916190016243,25,0.81,203,16,0.9676271627604576,Tạm ổn,7438000,Trên 3 tỷ
1100,92618,Bad,532,352,185,292,705,607498000,878855000,52899800,3402270,118,53,7,0.4754282004506402,75,0.95,492,14,0.875102664763372,Rất ổn định,6625000,Dưới 300 triệu
1101,99175,Good,694,131,122,336,819,267326000,98833000,20648700,5491020,62,65,48,0.028048935783932,99,0.13,54,28,0.2512120658586919,Ổn định,1941000,Trên 3 tỷ
1102,91318,Good,886,126,267,441,22,955565000,542970000,46524600,2376640,206,17,51,0.5428493030135059,50,0.18,257,1,0.1208606081197141,Rất ổn định,7111000,Trên 1 tỷ
1103,78812,Good,865,343,79,113,886,425539000,105138000,99741500,1920850,291,25,1,0.2804678957401224,38,0.31,737,46,0.6983362054271123,Rất ổn định,2462000,Trên 3 tỷ
1104,24288,Good,659,167,75,552,985,554710000,338800000,97368300,9185870,115,36,10,0.5740190988587548,70,0.02,914,4,0.0966783311495831,Rất ổn định,9594000,Từ 300 triệu tới 1 tỷ
