,customer_id,credit_label,credit_score,credit_rating,credit_limit,approval_status,reject_reason,application_date,application_reason,disbursement_date
2475,92977,Good,713,Tốt,55000000.0,Chấp nhận,,2022-09-08,Thanh toán chi phí gia đình,2022-09-27
2476,8107,Bad,377,Kém,,Từ chối,Điểm tín dụng thấp,2022-01-06,Mở kinh doanh nhỏ,
2477,1268,Good,710,Tốt,35000000.0,Chấp nhận,,2022-07-25,Mua điện thoại/smartphone,2022-08-18
2478,82338,Good,773,Xuất sắc,50000000.0,Chấp nhận,,2022-12-01,Thanh toán khoản vay cũ,2022-12-16
2479,16199,Bad,493,Kém,,Từ chối,Quá nhiều khoản vay,2022-03-28,Đi du lịch,
2480,9916,Good,742,Xuất sắc,60000000.0,Chấp nhận,,2022-09-13,Mua máy tính/laptop,2022-10-05
2481,46139,Bad,532,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-09-04,Điều trị sức khỏe,
2482,76972,Bad,647,Trung bình,,Từ chối,Thu nhập không đủ,2022-04-29,Mua sắm thời trang,
2483,5949,Good,693,Tốt,40000000.0,Chấp nhận,,2022-04-05,Đi du lịch,2022-05-04
2484,8967,Good,713,Tốt,45000000.0,Chấp nhận,,2022-04-17,Mua đồ trang sức,2022-05-01
2485,43536,Good,693,Tốt,35000000.0,Chấp nhận,,2022-11-19,Thanh toán khoản vay cũ,2022-12-11
2486,23842,Good,773,Xuất sắc,90000000.0,Chấp nhận,,2022-12-11,Thanh toán học phí,2022-12-29
2487,87421,Good,693,Tốt,30000000.0,Chấp nhận,,2022-03-16,Sửa chữa nhà cửa,2022-04-10
2488,95391,Good,696,Tốt,40000000.0,Chấp nhận,,2022-10-17,"Làm đẹp, spa",2022-11-15
2489,52535,Good,758,Xuất sắc,65000000.0,Chấp nhận,,2022-07-03,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-25
2490,97088,Bad,570,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-04-02,Mua sắm thời trang,
2491,27958,Good,713,Tốt,60000000.0,Chấp nhận,,2022-10-23,Mua đồ trang sức,2022-11-13
2492,72409,Bad,338,Kém,,Từ chối,Lịch sử tín dụng kém,2022-07-29,Mua đồ thể thao,
2493,10849,Good,696,Tốt,40000000.0,Chấp nhận,,2022-06-21,Đi du lịch,2022-07-05
2494,64985,Good,713,Tốt,30000000.0,Chấp nhận,,2022-01-19,Thanh toán chi phí gia đình,2022-02-17
2495,29178,Good,727,Xuất sắc,65000000.0,Chấp nhận,,2022-02-17,Mua hàng điện tử,2022-03-11
2496,97044,Good,717,Tốt,40000000.0,Chấp nhận,,2022-12-10,Mua điện thoại/smartphone,2022-12-26
2497,1123,Good,742,Xuất sắc,50000000.0,Chấp nhận,,2022-10-26,Thanh toán khoản vay cũ,2022-11-10
2498,53106,Good,713,Tốt,65000000.0,Chấp nhận,,2022-04-26,Mở kinh doanh nhỏ,2022-05-22
2499,95347,Bad,377,Kém,,Từ chối,Điểm tín dụng thấp,2022-06-14,Mua đồ phục vụ công việcTrang trải chi phí học tập,
2500,91344,Good,713,Tốt,40000000.0,Chấp nhận,,2022-04-17,Mua hàng điện tử,2022-05-16
2501,81136,Good,727,Xuất sắc,50000000.0,Chấp nhận,,2022-05-16,Mua mô tô,2022-06-05
2502,54980,Bad,338,Kém,,Từ chối,Quá nhiều khoản vay,2022-05-04,Mua sắm thời trang,
2503,69036,Good,700,Tốt,45000000.0,Chấp nhận,,2022-05-30,Mua đồ thể thao,2022-06-20
2504,72531,Good,696,Tốt,45000000.0,Chấp nhận,,2022-07-02,Thanh toán chi phí gia đình,2022-07-29
2505,24357,Good,703,Tốt,35000000.0,Chấp nhận,,2022-02-10,Thanh toán học phí,2022-03-01
2506,47666,Good,710,Tốt,35000000.0,Chấp nhận,,2022-01-15,Mua mô tô,2022-02-05
2507,54751,Good,727,Xuất sắc,50000000.0,Chấp nhận,,2022-12-06,Thanh toán học phí,2023-01-01
2508,17922,Good,690,Tốt,35000000.0,Chấp nhận,,2022-12-20,Mua hàng điện tử,2023-01-05
2509,86245,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-11-14,Mua đồ điện tử gia dụng,2022-11-30
2510,33858,Bad,493,Kém,,Từ chối,Điểm tín dụng thấp,2022-07-26,Thanh toán khoản vay cũ,
2511,29583,Good,696,Tốt,45000000.0,Chấp nhận,,2022-12-24,Mua đồ trang sức,2023-01-17
2512,11127,Good,710,Tốt,30000000.0,Chấp nhận,,2022-02-25,Mua hàng điện tử,2022-03-18
2513,67869,Good,742,Xuất sắc,80000000.0,Chấp nhận,,2022-03-19,Mua sắm thời trang,2022-04-09
2514,18909,Bad,570,Kém,,Từ chối,Công việc không ổn định,2022-03-21,Thanh toán học phí,
2515,76594,Bad,377,Kém,,Từ chối,Lịch sử tín dụng kém,2022-05-19,Đi du lịch,
2516,22482,Bad,668,Trung bình,5000000.0,Chấp nhận,,2022-07-14,"Chi tiêu sinh nhật, lễ tết",2022-08-01
2517,49914,Good,710,Tốt,40000000.0,Chấp nhận,,2022-09-01,Thanh toán khoản vay cũ,2022-09-27
2518,41642,Good,693,Tốt,35000000.0,Chấp nhận,,2022-12-06,Mua điện thoại/smartphone,2022-12-21
2519,18125,Bad,416,Kém,,Từ chối,Công việc không ổn định,2022-09-24,Tiêu dùng và giải trí,
2520,34362,Bad,338,Kém,,Từ chối,Quá nhiều khoản vay,2022-02-01,Thanh toán khoản vay cũ,
2521,25885,Good,707,Tốt,60000000.0,Chấp nhận,,2022-05-31,Đi du lịch,2022-06-18
2522,55108,Good,713,Tốt,70000000.0,Chấp nhận,,2022-06-28,"Chi tiêu sinh nhật, lễ tết",2022-07-26
2523,6270,Bad,647,Trung bình,20000000.0,Chấp nhận,,2022-08-16,"Chi tiêu sinh nhật, lễ tết",2022-09-01
2524,15822,Good,710,Tốt,65000000.0,Chấp nhận,,2022-12-16,"Làm đẹp, spa",2023-01-02
2525,7560,Good,710,Tốt,35000000.0,Chấp nhận,,2022-09-13,Thanh toán chi phí gia đình,2022-10-11
2526,76543,Good,710,Tốt,70000000.0,Chấp nhận,,2022-04-19,Đi du lịch,2022-05-03
2527,17920,Bad,570,Kém,,Từ chối,Quá nhiều khoản vay,2022-01-19,Mua đồ điện tử gia dụng,
2528,59006,Bad,570,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-01-25,Mua đồ thể thao,
2529,39518,Bad,647,Trung bình,,Từ chối,Thu nhập không đủ,2022-09-11,Mua hàng điện tử,
2530,40857,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-02-02,"Chi tiêu sinh nhật, lễ tết",2022-03-02
2531,10630,Bad,654,Trung bình,20000000.0,Chấp nhận,,2022-11-02,Mua đồ điện tử gia dụng,2022-11-17
2532,44219,Good,717,Tốt,40000000.0,Chấp nhận,,2022-12-22,Mua sắm thời trang,2023-01-08
2533,71687,Good,742,Xuất sắc,65000000.0,Chấp nhận,,2022-05-25,Mua hàng điện tử,2022-06-16
2534,63176,Bad,532,Kém,,Từ chối,Công việc không ổn định,2022-09-23,Thanh toán khoản vay cũ,
2535,1398,Good,713,Tốt,35000000.0,Chấp nhận,,2022-08-24,Thanh toán học phí,2022-09-17
2536,25536,Good,690,Tốt,55000000.0,Chấp nhận,,2022-04-23,Sửa chữa nhà cửa,2022-05-10
2537,92399,Good,713,Tốt,35000000.0,Chấp nhận,,2022-06-20,Mua đồ điện tử gia dụng,2022-07-19
2538,47655,Good,758,Xuất sắc,65000000.0,Chấp nhận,,2022-11-26,Mua hàng điện tử,2022-12-13
2539,19141,Good,758,Xuất sắc,90000000.0,Chấp nhận,,2022-11-30,Đi du lịch,2022-12-26
2540,18143,Bad,609,Kém,,Từ chối,Công việc không ổn định,2022-06-30,Mua mô tô,
2541,2525,Good,713,Tốt,35000000.0,Chấp nhận,,2022-02-07,Mua sắm thời trang,2022-03-06
2542,45544,Good,693,Tốt,35000000.0,Chấp nhận,,2022-05-26,Đi du lịch,2022-06-15
2543,13592,Good,713,Tốt,30000000.0,Chấp nhận,,2022-06-08,Thanh toán khoản vay cũ,2022-06-27
2544,50145,Bad,647,Trung bình,,Từ chối,Quá nhiều khoản vay,2022-10-30,Mua mô tô,
2545,98522,Good,707,Tốt,65000000.0,Chấp nhận,,2022-07-06,Mua đồ điện tử gia dụng,2022-07-28
2546,45543,Good,758,Xuất sắc,55000000.0,Chấp nhận,,2022-04-10,Mua đồ thể thao,2022-05-05
2547,43611,Good,696,Tốt,35000000.0,Chấp nhận,,2022-05-08,Thanh toán chi phí gia đình,2022-06-01
2548,55009,Bad,570,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-08-19,Thanh toán khoản vay cũ,
2549,41304,Good,742,Xuất sắc,70000000.0,Chấp nhận,,2022-05-02,Thanh toán khoản vay cũ,2022-05-25
2550,24125,Good,710,Tốt,70000000.0,Chấp nhận,,2022-12-31,Mua sắm thiết bị gia đình,2023-01-21
2551,97480,Good,710,Tốt,40000000.0,Chấp nhận,,2022-08-21,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-09-10
2552,38236,Good,693,Tốt,40000000.0,Chấp nhận,,2022-08-09,Mua máy tính/laptop,2022-08-28
2553,77544,Bad,647,Trung bình,30000000.0,Chấp nhận,,2022-03-03,Thêm vốn kinh doanh,2022-03-17
2554,26494,Good,758,Xuất sắc,50000000.0,Chấp nhận,,2022-03-21,Mua máy tính/laptop,2022-04-09
2555,81143,Good,742,Xuất sắc,60000000.0,Chấp nhận,,2022-08-27,"Làm đẹp, spa",2022-09-12
2556,58417,Good,696,Tốt,35000000.0,Chấp nhận,,2022-09-05,"Làm đẹp, spa",2022-10-02
2557,39498,Bad,654,Trung bình,10000000.0,Chấp nhận,,2022-10-13,Tiêu dùng và giải trí,2022-11-08
2558,30267,Bad,532,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-11-12,Mua mô tô,
2559,97559,Good,710,Tốt,55000000.0,Chấp nhận,,2022-04-21,Thanh toán khoản vay cũ,2022-05-13
2560,63163,Good,696,Tốt,30000000.0,Chấp nhận,,2022-06-17,Thanh toán khoản vay cũ,2022-07-13
2561,61262,Good,710,Tốt,35000000.0,Chấp nhận,,2022-10-06,Mua mô tô,2022-10-26
2562,48216,Good,713,Tốt,45000000.0,Chấp nhận,,2022-04-10,Mua điện thoại/smartphone,2022-05-04
2563,65369,Good,696,Tốt,60000000.0,Chấp nhận,,2022-12-12,Đi du lịch,2023-01-09
2564,99218,Good,773,Xuất sắc,50000000.0,Chấp nhận,,2022-07-27,Mua điện thoại/smartphone,2022-08-23
2565,69428,Good,717,Tốt,30000000.0,Chấp nhận,,2022-11-21,Mua máy tính/laptop,2022-12-19
2566,70030,Bad,377,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-01-13,Mua đồ điện tử gia dụng,
2567,86378,Bad,454,Kém,,Từ chối,Công việc không ổn định,2022-02-13,Mua sắm thời trang,
2568,34758,Bad,668,Trung bình,15000000.0,Chấp nhận,,2022-10-27,Thanh toán khoản vay cũ,2022-11-21
2569,70524,Good,707,Tốt,35000000.0,Chấp nhận,,2022-06-08,Thanh toán học phí,2022-07-07
2570,75482,Bad,609,Kém,,Từ chối,Lịch sử tín dụng kém,2022-04-11,Mua sắm thời trang,
2571,22220,Bad,532,Kém,,Từ chối,Công việc không ổn định,2022-08-19,Mua đồ trang sức,
2572,62412,Bad,416,Kém,,Từ chối,Không có lịch sử tín dụng,2022-04-15,Xây dựng nhà ở,
2573,93614,Bad,609,Kém,,Từ chối,Thu nhập không đủ,2022-01-31,Xây dựng nhà ở,
2574,97868,Bad,532,Kém,,Từ chối,Lịch sử tín dụng kém,2022-08-17,Thanh toán khoản vay cũ,
2575,76426,Good,703,Tốt,35000000.0,Chấp nhận,,2022-12-18,Thanh toán học phí,2023-01-03
2576,54233,Good,696,Tốt,40000000.0,Chấp nhận,,2022-08-02,Mua đồ thể thao,2022-08-28
2577,57727,Good,693,Tốt,45000000.0,Chấp nhận,,2022-05-29,Thanh toán hóa đơn y tế,2022-06-23
2578,89087,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-05-31,Mua điện thoại/smartphone,2022-06-17
2579,40011,Good,710,Tốt,35000000.0,Chấp nhận,,2022-03-19,Mua sắm thiết bị gia đình,2022-04-13
2580,64416,Good,717,Tốt,35000000.0,Chấp nhận,,2022-01-06,Đi du lịch,2022-01-24
2581,45239,Good,693,Tốt,70000000.0,Chấp nhận,,2022-07-13,Đi du lịch,2022-08-06
2582,3798,Bad,647,Trung bình,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-08-02,Mua sắm thiết bị gia đình,
2583,79818,Good,696,Tốt,35000000.0,Chấp nhận,,2022-10-07,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-11-02
2584,18253,Good,742,Xuất sắc,50000000.0,Chấp nhận,,2022-05-22,Đi du lịch,2022-06-15
2585,40060,Good,758,Xuất sắc,80000000.0,Chấp nhận,,2022-04-11,Thanh toán chi phí gia đình,2022-05-05
2586,41583,Good,710,Tốt,35000000.0,Chấp nhận,,2022-08-23,Thanh toán khoản vay cũ,2022-09-07
2587,17017,Good,710,Tốt,40000000.0,Chấp nhận,,2022-04-26,"Làm đẹp, spa",2022-05-12
2588,84748,Good,717,Tốt,35000000.0,Chấp nhận,,2022-06-28,Mua mô tô,2022-07-27
2589,61031,Bad,609,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-09-14,Thanh toán khoản vay cũ,
2590,68540,Bad,532,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-08-13,Mua đồ thể thao,
2591,54189,Good,700,Tốt,75000000.0,Chấp nhận,,2022-10-03,Mua sắm thời trang,2022-10-20
2592,29845,Good,713,Tốt,35000000.0,Chấp nhận,,2022-01-26,Mở kinh doanh nhỏ,2022-02-12
2593,43245,Good,710,Tốt,35000000.0,Chấp nhận,,2022-05-21,Thanh toán khoản vay cũ,2022-06-15
2594,40157,Bad,609,Kém,,Từ chối,Thu nhập không đủ,2022-07-30,Mua đồ nội thất,
2595,79726,Good,758,Xuất sắc,85000000.0,Chấp nhận,,2022-10-18,Mua đồ điện tử gia dụng,2022-11-07
2596,90843,Good,710,Tốt,45000000.0,Chấp nhận,,2022-12-22,Mua sắm thiết bị gia đình,2023-01-05
2597,23891,Good,713,Tốt,40000000.0,Chấp nhận,,2022-07-25,Mua đồ thể thao,2022-08-16
2598,53047,Good,713,Tốt,35000000.0,Chấp nhận,,2022-12-14,Thanh toán chi phí gia đình,2023-01-02
2599,5764,Good,703,Tốt,35000000.0,Chấp nhận,,2022-05-17,Mua hàng điện tử,2022-06-05
2600,74770,Good,713,Tốt,30000000.0,Chấp nhận,,2022-07-20,"Chi tiêu sinh nhật, lễ tết",2022-08-13
2601,42290,Good,713,Tốt,50000000.0,Chấp nhận,,2022-08-21,"Chi tiêu sinh nhật, lễ tết",2022-09-17
2602,72545,Bad,668,Trung bình,5000000.0,Chấp nhận,,2022-03-01,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-03-22
2603,7684,Good,710,Tốt,40000000.0,Chấp nhận,,2022-09-29,Mua đồ nội thất,2022-10-20
2604,18396,Bad,570,Kém,,Từ chối,Quá nhiều khoản vay,2022-08-11,Mở kinh doanh nhỏ,
2605,2843,Good,690,Tốt,55000000.0,Chấp nhận,,2022-01-30,Mua hàng điện tử,2022-02-18
2606,849,Good,758,Xuất sắc,65000000.0,Chấp nhận,,2022-11-09,Mua đồ điện tử gia dụng,2022-11-26
2607,99921,Good,703,Tốt,55000000.0,Chấp nhận,,2022-04-14,Mua sắm thời trang,2022-05-06
2608,57132,Good,696,Tốt,30000000.0,Chấp nhận,,2022-08-27,Thanh toán khoản vay cũ,2022-09-23
2609,83331,Good,710,Tốt,40000000.0,Chấp nhận,,2022-06-07,Sửa chữa nhà cửa,2022-06-26
2610,67703,Good,710,Tốt,45000000.0,Chấp nhận,,2022-02-07,Mua hàng điện tử,2022-03-06
2611,43811,Good,742,Xuất sắc,50000000.0,Chấp nhận,,2022-01-17,Mua điện thoại/smartphone,2022-02-02
2612,54301,Good,717,Tốt,30000000.0,Chấp nhận,,2022-01-22,"Làm đẹp, spa",2022-02-11
2613,16794,Good,713,Tốt,35000000.0,Chấp nhận,,2022-08-17,Đi du lịch,2022-09-02
2614,23387,Good,707,Tốt,45000000.0,Chấp nhận,,2022-09-19,Mua mô tô,2022-10-05
2615,56042,Good,727,Xuất sắc,70000000.0,Chấp nhận,,2022-11-22,Mua đồ thể thao,2022-12-08
2616,117,Good,696,Tốt,40000000.0,Chấp nhận,,2022-06-20,Mua đồ điện tử gia dụng,2022-07-18
2617,22641,Good,742,Xuất sắc,55000000.0,Chấp nhận,,2022-04-04,Mua hàng điện tử,2022-05-01
2618,92285,Good,713,Tốt,55000000.0,Chấp nhận,,2022-06-19,Thanh toán học phí,2022-07-05
2619,51897,Good,700,Tốt,30000000.0,Chấp nhận,,2022-08-28,Thanh toán học phí,2022-09-18
2620,79282,Good,693,Tốt,30000000.0,Chấp nhận,,2022-06-06,Đi du lịch,2022-06-21
2621,26766,Bad,532,Kém,,Từ chối,Công việc không ổn định,2022-05-18,Mua sắm thời trang,
2622,90327,Bad,633,Trung bình,,Từ chối,Không cung cấp đầy đủ thông tin,2022-04-27,"Làm đẹp, spa",
2623,67887,Good,710,Tốt,35000000.0,Chấp nhận,,2022-08-14,Thanh toán chi phí gia đình,2022-09-02
2624,41370,Bad,633,Trung bình,,Từ chối,Công việc không ổn định,2022-03-04,Mua máy tính/laptop,
2625,29072,Bad,609,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-04-11,Mua hàng điện tử,
2626,1498,Good,710,Tốt,35000000.0,Chấp nhận,,2022-09-16,Mua đồ trang sức,2022-10-03
2627,12436,Bad,416,Kém,,Từ chối,Không cung cấp đầy đủ thông tin,2022-03-08,Mua điện thoại/smartphone,
2628,33563,Bad,647,Trung bình,,Từ chối,Điểm tín dụng thấp,2022-04-09,Mua hàng điện tử,
2629,25519,Good,758,Xuất sắc,50000000.0,Chấp nhận,,2022-06-16,Thanh toán khoản vay cũ,2022-07-02
2630,33368,Good,758,Xuất sắc,55000000.0,Chấp nhận,,2022-07-24,Mua đồ trang sức,2022-08-14
2631,46778,Bad,654,Trung bình,,Từ chối,Công việc không ổn định,2022-11-03,Thanh toán học phí,
2632,15877,Good,710,Tốt,60000000.0,Chấp nhận,,2022-02-19,Đi du lịch,2022-03-15
2633,54156,Good,707,Tốt,30000000.0,Chấp nhận,,2022-01-27,Mua hàng điện tử,2022-02-18
2634,54271,Bad,647,Trung bình,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-08-30,Mua đồ thể thao,
2635,19601,Good,727,Xuất sắc,75000000.0,Chấp nhận,,2022-09-18,"Chi tiêu sinh nhật, lễ tết",2022-10-17
2636,67287,Bad,532,Kém,,Từ chối,Điểm tín dụng thấp,2022-05-20,Mua đồ điện tử gia dụng,
2637,13849,Good,758,Xuất sắc,70000000.0,Chấp nhận,,2022-08-03,Mua mô tô,2022-08-29
2638,73542,Good,713,Tốt,40000000.0,Chấp nhận,,2022-12-02,Thanh toán khoản vay cũ,2022-12-22
2639,43877,Good,713,Tốt,60000000.0,Chấp nhận,,2022-05-19,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-06-13
2640,49307,Good,710,Tốt,30000000.0,Chấp nhận,,2022-05-18,Thanh toán khoản vay cũ,2022-06-12
2641,24002,Good,727,Xuất sắc,50000000.0,Chấp nhận,,2022-02-21,Mua điện thoại/smartphone,2022-03-22
2642,10662,Good,707,Tốt,30000000.0,Chấp nhận,,2022-10-02,"Chi tiêu sinh nhật, lễ tết",2022-10-24
2643,36299,Bad,532,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-04-19,Thanh toán khoản vay cũ,
2644,73770,Good,742,Xuất sắc,55000000.0,Chấp nhận,,2022-02-22,Tiêu dùng và giải trí,2022-03-14
2645,37137,Good,758,Xuất sắc,65000000.0,Chấp nhận,,2022-01-12,"Chi tiêu sinh nhật, lễ tết",2022-02-08
2646,86615,Good,717,Tốt,50000000.0,Chấp nhận,,2022-11-15,Mua mô tô,2022-12-04
2647,95067,Good,758,Xuất sắc,55000000.0,Chấp nhận,,2022-07-12,Thanh toán chi phí gia đình,2022-07-31
2648,50935,Bad,338,Kém,,Từ chối,Thu nhập không đủ,2022-01-07,Sửa chữa nhà cửa,
2649,39969,Good,727,Xuất sắc,85000000.0,Chấp nhận,,2022-02-09,Thanh toán học phí,2022-03-06
2650,30292,Bad,532,Kém,,Từ chối,Quá nhiều khoản vay,2022-05-23,Sửa chữa nhà cửa,
2651,58569,Good,696,Tốt,30000000.0,Chấp nhận,,2022-05-09,Mua sắm thời trang,2022-06-04
2652,9613,Bad,647,Trung bình,5000000.0,Chấp nhận,,2022-11-17,Sửa chữa nhà cửa,2022-12-01
2653,71256,Good,703,Tốt,40000000.0,Chấp nhận,,2022-09-14,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-10-10
2654,40727,Good,710,Tốt,35000000.0,Chấp nhận,,2022-02-24,Mua điện thoại/smartphone,2022-03-15
2655,21308,Good,710,Tốt,30000000.0,Chấp nhận,,2022-05-28,Mua hàng điện tử,2022-06-24
2656,83212,Good,710,Tốt,45000000.0,Chấp nhận,,2022-11-14,Sửa chữa nhà cửa,2022-12-09
2657,34817,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-07-15,Đi du lịch,2022-08-01
2658,4262,Bad,633,Trung bình,,Từ chối,Lịch sử tín dụng kém,2022-04-12,Mua hàng điện tử,
2659,11066,Good,727,Xuất sắc,65000000.0,Chấp nhận,,2022-08-19,Đi du lịch,2022-09-14
2660,15295,Bad,640,Trung bình,10000000.0,Chấp nhận,,2022-12-19,Mua hàng điện tử,2023-01-17
2661,83519,Bad,668,Trung bình,10000000.0,Chấp nhận,,2022-06-25,Thanh toán khoản vay cũ,2022-07-23
2662,70597,Good,758,Xuất sắc,70000000.0,Chấp nhận,,2022-04-21,Mua đồ điện tử gia dụng,2022-05-13
2663,47406,Good,727,Xuất sắc,60000000.0,Chấp nhận,,2022-10-24,Thanh toán khoản vay cũ,2022-11-20
2664,71845,Good,713,Tốt,30000000.0,Chấp nhận,,2022-04-11,Thanh toán khoản vay cũ,2022-05-03
2665,11821,Bad,647,Trung bình,,Từ chối,Thu nhập không đủ,2022-03-01,Xây dựng nhà ở,
2666,70931,Good,717,Tốt,35000000.0,Chấp nhận,,2022-08-07,Mua điện thoại/smartphone,2022-08-30
2667,30612,Good,710,Tốt,55000000.0,Chấp nhận,,2022-08-01,Tiêu dùng và giải trí,2022-08-17
2668,10392,Good,727,Xuất sắc,55000000.0,Chấp nhận,,2022-03-29,Mua đồ điện tử gia dụng,2022-04-14
2669,67969,Good,707,Tốt,45000000.0,Chấp nhận,,2022-03-27,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-04-12
2670,50561,Good,707,Tốt,65000000.0,Chấp nhận,,2022-08-05,Thanh toán chi phí gia đình,2022-08-30
2671,97607,Bad,609,Kém,,Từ chối,Thu nhập không đủ,2022-04-02,Đi du lịch,
2672,14856,Good,710,Tốt,35000000.0,Chấp nhận,,2022-02-20,Thanh toán chi phí gia đình,2022-03-12
2673,21969,Good,693,Tốt,50000000.0,Chấp nhận,,2022-04-12,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-05-08
2674,68304,Bad,338,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-10-24,Mua mô tô,
2675,85546,Good,696,Tốt,35000000.0,Chấp nhận,,2022-04-06,Mua đồ thể thao,2022-05-02
2676,18414,Good,717,Tốt,60000000.0,Chấp nhận,,2022-11-10,Mua điện thoại/smartphone,2022-11-24
2677,36523,Good,710,Tốt,30000000.0,Chấp nhận,,2022-02-06,Mua đồ thể thao,2022-02-20
2678,6925,Good,710,Tốt,40000000.0,Chấp nhận,,2022-11-01,Đi du lịch,2022-11-25
2679,93412,Good,700,Tốt,35000000.0,Chấp nhận,,2022-09-16,Mua hàng điện tử,2022-10-14
2680,19395,Bad,640,Trung bình,5000000.0,Chấp nhận,,2022-05-23,Mua mô tô,2022-06-11
2681,22623,Good,693,Tốt,65000000.0,Chấp nhận,,2022-06-10,Thanh toán khoản vay cũ,2022-07-09
2682,19058,Bad,570,Kém,,Từ chối,Thu nhập không đủ,2022-10-30,Xây dựng nhà ở,
2683,95823,Bad,570,Kém,,Từ chối,Thu nhập không đủ,2022-05-22,Mua điện thoại/smartphone,
2684,89596,Good,700,Tốt,35000000.0,Chấp nhận,,2022-01-31,Mua mô tô,2022-02-23
2685,61884,Bad,633,Trung bình,10000000.0,Chấp nhận,,2022-03-04,Mua máy tính/laptop,2022-03-22
2686,5399,Bad,532,Kém,,Từ chối,Không có lịch sử tín dụng,2022-11-01,Mua đồ điện tử gia dụng,
2687,49847,Good,710,Tốt,40000000.0,Chấp nhận,,2022-04-20,Mua đồ trang sức,2022-05-19
2688,81363,Bad,668,Trung bình,5000000.0,Chấp nhận,,2022-09-02,Mua mô tô,2022-09-23
2689,85430,Good,758,Xuất sắc,70000000.0,Chấp nhận,,2022-03-10,Thanh toán chi phí gia đình,2022-04-08
2690,83918,Good,693,Tốt,50000000.0,Chấp nhận,,2022-07-22,Mua điện thoại/smartphone,2022-08-12
2691,52486,Bad,647,Trung bình,10000000.0,Chấp nhận,,2022-11-12,Thanh toán khoản vay cũ,2022-12-11
2692,70131,Good,693,Tốt,30000000.0,Chấp nhận,,2022-12-04,Mua mô tô,2022-12-27
2693,159,Good,707,Tốt,70000000.0,Chấp nhận,,2022-06-19,Thanh toán hóa đơn y tế,2022-07-11
2694,71291,Good,696,Tốt,65000000.0,Chấp nhận,,2022-01-29,"Chi tiêu sinh nhật, lễ tết",2022-02-20
2695,21020,Bad,532,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-04-07,Mở kinh doanh nhỏ,
2696,83601,Good,703,Tốt,50000000.0,Chấp nhận,,2022-07-16,Mua hàng điện tử,2022-07-31
2697,15494,Good,696,Tốt,35000000.0,Chấp nhận,,2022-08-02,Sửa chữa nhà cửa,2022-08-26
2698,55786,Bad,532,Kém,,Từ chối,Công việc không ổn định,2022-05-12,"Chi tiêu sinh nhật, lễ tết",
2699,31502,Bad,675,Trung bình,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-07-16,Mua sắm thiết bị gia đình,
2700,16850,Good,696,Tốt,45000000.0,Chấp nhận,,2022-02-09,Đi du lịch,2022-03-03
2701,87866,Good,700,Tốt,45000000.0,Chấp nhận,,2022-10-06,Mua mô tô,2022-10-23
2702,59157,Good,693,Tốt,40000000.0,Chấp nhận,,2022-04-27,Mua mô tô,2022-05-23
2703,5366,Good,717,Tốt,35000000.0,Chấp nhận,,2022-10-22,Thanh toán khoản vay cũ,2022-11-15
2704,47509,Good,710,Tốt,40000000.0,Chấp nhận,,2022-02-28,Thanh toán học phí,2022-03-28
2705,47366,Good,713,Tốt,35000000.0,Chấp nhận,,2022-04-27,Thanh toán khoản vay cũ,2022-05-18
2706,49254,Good,758,Xuất sắc,55000000.0,Chấp nhận,,2022-09-14,Mở kinh doanh nhỏ,2022-10-13
2707,77811,Bad,668,Trung bình,10000000.0,Chấp nhận,,2022-02-20,Mua mô tô,2022-03-07
