,customer_id,label_datetime,fraud_label,age,gender,city,occupation,education,marital_status,membership_level,customer_points,total_redeemed_points,discount_rate,has_fraud_txn,has_used_jailbreak,is_emulator,is_blacklist,aov_last_30days,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,num_reject_lending_by_3pt,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,monthly_income,total_property_value,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount,num_bill_overdue
650,5362,2021-11-12,Good,30.0,,Bà Rịa - Vũng Tàu,Ca sĩ,Đi làm,Độc thân,VIP,,565,0.07,True,False,False,Không,7837.108125619951,698.0,207,65,469,685,False,4,11.0,10,5968524000,10126000,52595000.0,403245000.0,115384000,755489000,48820700,4920390,120,44,6,0.959438924943074,Sản phẩm không như hình ảnh minh họa,2,Vấn đề khác,Thanh toán bằng QR Code,Cửa hàng trực tiếp,True,0.5227316063562321,17,0.82,359.0,8,0.1070187844326173,Ổn định,3915000,Đầu tư,Từ 300 triệu tới 1 tỷ,974000000.0,1400000000,Căn hộ/Chung cư,Không,45900000.0,228984000,20
651,1268,2022-01-28,Good,11.0,Nữ,Hà Nội,Nhân viên,Đại học,Có 1 bé,VIP,667.0,99,0.1,False,True,False,Không,55453.44356555926,161.0,142,30,95,618,False,1,8.0,19,7736346000,92991000,200201000.0,,974139000,548289000,42920400,4825200,61,94,1,0.8825347842178821,Khách hàng không hài lòng với trải nghiệm mua hàng,9,Khách hàng không nhận được hàng,Thẻ tín dụng,Ứng dụng điện thoại di động,False,0.3410868596206076,31,0.86,226.0,35,0.2648853029332911,Rất ổn định,350000,Đầu tư,Từ 300 triệu tới 1 tỷ,891000000.0,1400000000,Bất động sản thương mại,Có,49100000.0,440292000,18
652,716,2022-02-15,Good,30.0,Nam,Hồ Chí Minh,Giáo viên,Đi làm,Độc thân,VIP,680.0,271,0.1,True,True,True,Không,18614.163713983045,204.0,107,6,348,864,True,4,19.0,19,2115631000,639520000,95442000.0,406815000.0,889309000,965905000,17364400,4859690,251,77,1,0.7190707351058023,Dịch vụ không chuyên nghiệp,11,Sản phẩm nhận không đủ số lượng,Thanh toán qua cổng thanh toán trực tuyến,Ứng dụng điện thoại di động,False,0.023429500794693,30,0.74,715.0,39,0.1121821313377856,Tạm ổn,5591000,Đầu tư,Từ 300 triệu tới 1 tỷ,627000000.0,1600000000,Nhà ở chính,Có,,249288000,2
653,10980,2022-05-06,Good,37.0,Nam,Bạc Liêu,Lập trình viên,Tiến sĩ,Độc thân,VIP,,51,0.07,False,False,False,Không,17523.138948490978,264.0,309,292,101,910,True,12,19.0,7,4014288000,853397000,802971000.0,449562000.0,498091000,134375000,95005800,8521890,112,60,1,0.1611541117082652,Sản phẩm giao muộn so với hẹn giao,13,Sản phẩm nhận không đủ số lượng,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,True,0.5459053287891646,56,0.72,35.0,26,0.0212628764323111,Thất thường,1271000,,Từ 300 triệu tới 1 tỷ,873000000.0,1600000000,Bất động sản thương mại,Không,,150852000,17
654,11277,2022-07-16,Good,20.0,,Điện Biên,Kiến trúc sư,Đại học,Độc thân,VIP,812.0,57,0.1,False,True,True,Không,76486.4289434456,840.0,22,253,579,586,True,3,,16,3739066000,921521000,997113000.0,223509000.0,884151000,462343000,21829500,1603030,105,82,19,0.4986574792628219,Vấn đề khác,7,Sản phẩm gửi sai,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,0.6371069445312098,6,0.84,70.0,38,0.1105331962425573,Ổn định,3727000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,,1500000000,Căn hộ/Chung cư,Có,33100000.0,343092000,19
655,5677,2022-08-23,Good,,Nam,Bình Dương,Bác sĩ,Đi làm,Độc thân,VIP,595.0,345,0.05,False,True,True,Không,17976.603888594967,,278,180,215,689,False,3,13.0,5,3355009000,603590000,629315000.0,319255000.0,900753000,823633000,61891600,4303460,291,28,9,0.448812699346961,Sản phẩm không đáp ứng yêu cầu của khách hàng,7,Sản phẩm gửi sai,Thẻ tín dụng,Giao diện thanh toán trực tuyến trên website,False,0.8165055891311449,91,0.16,129.0,17,0.999672474314922,Tạm ổn,2795000,Đầu tư,Từ 300 triệu tới 1 tỷ,989000000.0,1200000000,Bất động sản thương mại,Có,13000000.0,78228000,14
656,14290,2022-08-24,Good,25.0,Nam,Hồ Chí Minh,Kỹ sư phần mềm,Sinh viên,Đã kết hôn,VIP,,636,0.1,True,False,True,,94371.0701604642,298.0,163,287,583,892,True,2,15.0,10,2662167000,711206000,335586000.0,225864000.0,640210000,790456000,94194000,5318670,277,79,21,0.4028308038530604,Sản phẩm không như hình ảnh minh họa,7,Sản phẩm gửi sai,Chuyển khoản ngân hàng,Ứng dụng điện thoại di động,True,0.2268028045306657,81,0.29,41.0,25,0.7197037794752348,Ổn định,1179000,,Từ 300 triệu tới 1 tỷ,515000000.0,1700000000,Đất đai,Có,,439260000,20
657,3732,2021-07-29,Good,25.0,Nam,Hà Nội,Kỹ sư,Đi làm,Ly hôn,VIP,,403,0.1,False,True,False,Không,10091.162850804669,870.0,288,47,428,129,True,5,3.0,13,7615963000,22356000,696446000.0,,910281000,195831000,59209300,5653480,37,31,1,0.2212314997975295,Khách hàng không hài lòng với trải nghiệm mua hàng,8,Sản phẩm nhận không đủ số lượng,Thẻ tín dụng,Cổng thanh toán của bên thứ ba,False,0.2022927014994314,72,0.59,,3,0.7099536481307895,Thất thường,3603000,Kinh doanh truyền thống,Trên 3 tỷ,629000000.0,1200000000,Đất đai,Có,,426816000,6
658,13658,2022-05-14,Good,,Nam,Bình Phước,Lập trình viên,Trung học phổ thông,Độc thân,VIP,655.0,331,0.1,True,False,False,Không,57141.80370019795,,209,268,381,173,True,16,6.0,3,53333000,1284000,53418000.0,139964000.0,702045000,390129000,55914500,4952220,235,14,53,0.2143734061821193,Sản phẩm không đáp ứng yêu cầu của khách hàng,3,Sản phẩm nhận không đủ số lượng,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,True,0.1921631235556202,63,0.92,629.0,28,0.3465673485882531,Ổn định,6839000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,998000000.0,1500000000,Căn hộ/Chung cư,Có,35900000.0,153876000,1
659,14151,2022-04-18,Good,30.0,,Bình Phước,Xây dựng,Thạc sĩ,Có gia đình,VIP,516.0,128,0.07,True,False,True,Không,94385.91468989047,829.0,334,239,298,548,False,23,14.0,15,1897966000,725458000,474747000.0,252448000.0,697527000,194566000,71257500,2452290,120,16,2,0.1707843512219142,Sản phẩm không hoạt động đúng cách,13,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,True,,36,0.17,883.0,14,0.1265484045654176,Thất thường,4949000,,Trên 3 tỷ,930000000.0,1700000000,Bất động sản thương mại,,,23724000,15
660,11223,2022-12-14,Bad,33.0,Nữ,Cần Thơ,Xây dựng,Không có,Độc thân,VIP,785.0,533,0.1,True,True,True,Không,49585.73224654347,787.0,131,220,489,241,True,1,,17,2079398000,647519000,891756000.0,275865000.0,29474000,952091000,27851200,4844140,220,72,62,0.1652457651153112,Sản phẩm không đáp ứng yêu cầu của khách hàng,6,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,True,0.9962607265951022,71,0.72,650.0,49,0.6541579608428655,Tạm ổn,6935000,,Trên 1 tỷ,12000000.0,1900000000,Đất đai,Có,31000000.0,36912000,24
661,13997,2022-12-31,Good,32.0,Nam,Bắc Ninh,Lập trình viên,Đại học,Độc thân,VIP,610.0,274,0.07,True,False,True,Không,32682.97022539235,837.0,86,195,324,673,False,4,18.0,8,586128000,358986000,421612000.0,135436000.0,422678000,398130000,40160900,4109180,243,8,16,0.4077859659165288,Sản phẩm giao muộn so với hẹn giao,12,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Ứng dụng điện thoại di động,True,0.832619232354183,79,0.23,501.0,50,0.660567207991946,Thất thường,4553000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,581000000.0,800000000,Nhà ở chính,Có,,106272000,20
662,7367,2021-08-06,Good,10.0,Nữ,Nam Định,Giám đốc,Thạc sĩ,Có gia đình,VIP,698.0,639,0.05,True,False,True,Không,31678.22767639817,776.0,334,257,412,289,False,1,2.0,9,5002986000,538988000,271546000.0,622909000.0,822032000,873900000,94626700,794780,61,82,13,0.6890139628679525,Sản phẩm không hoạt động đúng cách,14,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,False,,51,0.01,547.0,35,0.7160347831790834,Rất ổn định,7103000,,Từ 300 triệu tới 1 tỷ,762000000.0,1900000000,Đất đai,Không,,297336000,2
663,162,2021-04-23,Good,,,Hà Nội,Bác sĩ,Trung học phổ thông,Độc thân,VIP,599.0,124,0.07,False,False,True,Không,65282.1830932639,415.0,163,118,269,356,True,2,,5,1840944000,483618000,947195000.0,163001000.0,408594000,395345000,21755000,3290780,174,33,5,0.7285777252657785,Vấn đề khác,8,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,Điểm thanh toán tự động,True,0.4427214368624487,72,0.74,,31,0.7080731964662247,Tạm ổn,8338000,Đầu tư,Dưới 300 triệu,,1900000000,Nhà ở chính,Có,7800000.0,238176000,14
664,2127,2022-09-05,Good,26.0,Nam,Bắc Ninh,Kỹ sư,Đại học,Độc thân,VIP,647.0,433,0.05,False,,True,Không,78103.835259631,278.0,32,193,321,477,True,21,9.0,17,8062244000,117700000,,781721000.0,463868000,821565000,25603700,4410980,46,45,40,0.785984308781766,Sản phẩm không hoạt động đúng cách,7,Sản phẩm đã hết hạn sử dụng,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,0.3235630876705055,65,0.8,294.0,41,0.4702805444340897,Ổn định,3850000,,Từ 300 triệu tới 1 tỷ,837000000.0,1300000000,Đất đai,Không,3900000.0,581772000,12
665,12722,2022-12-19,Bad,44.0,,Vĩnh Long,Nhiếp ảnh gia,Trung học phổ thông,Có 1 bé,VIP,793.0,292,0.1,False,True,True,Có,98597.49439283056,53.0,303,20,338,530,False,0,11.0,18,4937064000,644280000,463138000.0,88689000.0,605595000,530589000,84697000,9311930,165,9,33,0.2986973781704766,Sản phẩm không như hình ảnh minh họa,1,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.5884034875350534,95,0.78,860.0,24,0.8165606649263543,Tạm ổn,6621000,Đầu tư,Từ 300 triệu tới 1 tỷ,948000000.0,1700000000,Đất đai,Có,20000000.0,125520000,12
666,1344,2021-10-05,Good,31.0,Nam,Đà Nẵng,Kiến trúc sư,Sinh viên,Độc thân,VIP,,192,0.05,False,True,False,Không,90231.97622701156,878.0,354,3,339,38,False,7,,13,6480619000,504128000,657657000.0,738959000.0,434008000,632628000,57725400,9869230,250,49,3,0.0568561737247572,Sản phẩm không đáp ứng yêu cầu của khách hàng,15,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán bằng QR Code,Điểm thanh toán tự động,False,,43,0.46,173.0,37,0.3581596253563645,Rất ổn định,1757000,Kinh doanh online,Dưới 300 triệu,747000000.0,1700000000,Bất động sản thương mại,Không,13400000.0,311292000,3
667,9707,2022-04-03,Good,12.0,Nam,Cần Thơ,Kỹ sư,Đại học,Có gia đình,VIP,648.0,505,0.07,False,,False,Không,15244.281578422411,,340,250,432,395,True,22,4.0,4,5294025000,324900000,590461000.0,513187000.0,925378000,985158000,40640000,4307750,243,56,1,0.3543673895799731,Khách hàng không hài lòng với trải nghiệm mua hàng,7,Sản phẩm gửi sai,Tiền mặt khi nhận hàng (COD),Cửa hàng trực tiếp,True,,29,0.73,,45,0.3041755407872167,Thất thường,3003000,Kinh doanh online,Dưới 300 triệu,75000000.0,1200000000,Nhà ở chính,Không,,448692000,2
668,3632,2022-11-27,Good,52.0,Nam,Hồ Chí Minh,Diễn viên,Đi làm,Ly hôn,VIP,666.0,146,0.1,False,False,False,Không,81100.39104885784,68.0,308,128,254,994,False,22,8.0,12,3566343000,706593000,220815000.0,875769000.0,562310000,825578000,77964500,9185500,146,13,12,0.4342222628876891,Sản phẩm không đáp ứng yêu cầu của khách hàng,10,Vấn đề khác,Chuyển khoản ngân hàng,Giao diện thanh toán trực tuyến trên website,True,0.8177943566670312,66,0.61,700.0,14,0.1785094248157638,Rất ổn định,4845000,Kinh doanh truyền thống,Trên 1 tỷ,914000000.0,1700000000,Nhà ở chính,Có,,337236000,24
669,10197,2022-06-10,Good,15.0,Nữ,Hải Phòng,Diễn viên,Sinh viên,Đã kết hôn,VIP,,647,0.07,True,True,False,Không,56419.73708279212,,360,73,501,494,True,22,8.0,2,5054529000,698857000,113275000.0,,906400000,661446000,6170000,1132030,43,43,34,0.712994503863829,Vấn đề khác,1,Sản phẩm không đúng mô tả,Thẻ tín dụng,Điểm thanh toán tự động,False,0.4502751198270164,11,0.34,292.0,24,0.8022655614355575,Tạm ổn,184000,Đầu tư,Dưới 300 triệu,894000000.0,1300000000,Bất động sản thương mại,Có,29600000.0,129780000,18
670,3673,2022-12-25,Bad,26.0,Nam,Nghệ An,Bác sĩ,Trung học phổ thông,Độc thân,VIP,696.0,89,0.1,False,True,False,Không,77658.20829337565,520.0,111,10,514,938,False,0,7.0,15,4390413000,76184000,90017000.0,527018000.0,872409000,729050000,45152500,5175340,108,21,40,0.7742687223036444,Khách hàng không hài lòng với trải nghiệm mua hàng,12,Sản phẩm nhận không đủ số lượng,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,True,0.3328617865495411,45,0.94,928.0,20,0.2627087339024037,Rất ổn định,8149000,,Dưới 300 triệu,61000000.0,1900000000,Căn hộ/Chung cư,Không,24200000.0,338904000,21
671,7520,2021-01-14,Good,26.0,Nam,Bình Phước,Người mẫu,Đại học,Có gia đình,VIP,844.0,764,0.07,False,False,True,Không,99376.69954982608,,90,181,204,70,True,3,13.0,15,3922660000,999498000,238742000.0,689729000.0,25172000,413806000,52158000,6197040,100,94,5,0.0067149704079717,Sản phẩm không đáp ứng yêu cầu của khách hàng,13,Sản phẩm gửi sai,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,0.9627894021213974,83,0.04,,13,0.0855573582663595,Thất thường,4824000,,Từ 300 triệu tới 1 tỷ,957000000.0,1400000000,Bất động sản thương mại,Không,40800000.0,43812000,15
672,11206,2021-12-05,Good,30.0,Nam,Cần Thơ,Nhân viên,Sinh viên,Độc thân,VIP,758.0,350,0.1,True,False,True,Không,63240.150251336,660.0,192,30,84,532,True,22,8.0,1,3715588000,376254000,929170000.0,229687000.0,105021000,249479000,47936900,7033840,70,93,1,0.8842010954682066,Sản phẩm giao muộn so với hẹn giao,14,Sản phẩm không đúng mô tả,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,False,0.9849047484362596,79,0.95,409.0,22,0.7990608442804669,Tạm ổn,4683000,,Từ 300 triệu tới 1 tỷ,752000000.0,1500000000,Đất đai,Có,39000000.0,363576000,16
673,11063,2022-05-31,Good,10.0,Nam,Hồ Chí Minh,Bác sĩ,Đại học,Đã kết hôn,VIP,,3,0.07,True,True,False,Không,11706.234035834364,827.0,162,45,357,620,False,22,19.0,10,4420634000,956319000,761014000.0,794961000.0,996380000,673229000,64900100,4117670,16,88,1,0.2055539407855261,Sản phẩm không như hình ảnh minh họa,15,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,0.1481663920707517,27,0.25,990.0,50,0.5366703404152051,Tạm ổn,228000,Kinh doanh truyền thống,Dưới 300 triệu,782000000.0,900000000,Nhà ở chính,Không,,491508000,12
674,9216,2022-01-08,Good,28.0,Nam,Nam Định,Nhân viên chăm sóc khách hàng,Trung học phổ thông,Có 1 bé,VIP,685.0,665,0.1,True,False,True,Không,83490.3182756693,882.0,279,67,355,431,False,22,19.0,2,9260116000,510923000,130053000.0,,322941000,485559000,50518900,3814320,226,59,14,0.5394752535216184,Dịch vụ không chuyên nghiệp,15,Sản phẩm đã hết hạn sử dụng,Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,True,,2,0.01,4.0,42,0.3619718586436694,Rất ổn định,4915000,Cho thuê,Từ 300 triệu tới 1 tỷ,827000000.0,1000000000,Nhà ở chính,Có,35300000.0,500328000,1
675,10173,2021-08-06,Good,24.0,Nữ,Long An,Giám đốc,Thạc sĩ,Có 1 bé,VIP,,751,0.1,True,True,False,Không,91011.9149590737,688.0,360,13,170,169,False,3,7.0,6,5214573000,254820000,530109000.0,944277000.0,696828000,424954000,51290600,8251570,268,32,3,0.1094349709846232,Sản phẩm giao muộn so với hẹn giao,9,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,Cửa hàng trực tiếp,False,0.3046828243658227,96,0.85,6.0,44,0.9614523753871878,Ổn định,2363000,Kinh doanh truyền thống,Trên 3 tỷ,,1900000000,Căn hộ/Chung cư,Có,13700000.0,552612000,20
676,4105,2021-02-27,Good,36.0,Nữ,Hà Nội,Kỹ sư phần mềm,Đại học,Có gia đình,VIP,,289,0.1,True,True,False,Không,10504.812910724237,,299,3,496,271,True,0,8.0,16,2596688000,317331000,93429000.0,309973000.0,429501000,596981000,3213800,5692730,265,42,1,0.44987412615891,Sản phẩm không như hình ảnh minh họa,11,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.605725107569925,88,0.24,490.0,29,0.1786268849307801,Ổn định,1455000,Đầu tư,Dưới 300 triệu,888000000.0,300000000,Nhà ở chính,Có,39900000.0,564060000,8
677,2034,2022-10-09,Good,31.0,,Đà Nẵng,Nhân viên hỗ trợ kỹ thuật,Đại học,Độc thân,VIP,685.0,452,0.05,True,True,True,Không,16224.308375695984,,76,119,492,674,True,1,,10,1747692000,828771000,,592725000.0,648003000,121506000,40797600,1365030,84,74,37,0.4293538678696876,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,Sản phẩm đã hết hạn sử dụng,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.6067946573266548,87,0.02,678.0,29,0.0986410734996663,Rất ổn định,8296000,,Dưới 300 triệu,805000000.0,1400000000,Căn hộ/Chung cư,Có,,504276000,23
678,733,2021-04-18,Good,33.0,,Bà Rịa - Vũng Tàu,Lập trình viên,Sinh viên,Có gia đình,VIP,712.0,16,0.07,False,True,True,Không,,714.0,214,187,358,845,False,22,,5,5115711000,760130000,19607000.0,643892000.0,590702000,628857000,12566100,5735850,258,55,1,0.7435078177895991,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,Sản phẩm không đúng mô tả,Thẻ tín dụng,Điểm thanh toán tự động,True,0.1356248151692414,89,0.92,787.0,6,0.6863246976718055,Rất ổn định,6133000,Đầu tư,Từ 300 triệu tới 1 tỷ,975000000.0,1800000000,Bất động sản thương mại,Không,36500000.0,194100000,9
679,14256,2021-06-15,Good,22.0,Nữ,Bình Dương,Lập trình viên,Trung học phổ thông,Độc thân,VIP,762.0,626,0.1,False,False,True,Không,33753.140573818586,760.0,155,135,128,897,False,2,,4,5084894000,8422000,,,35090000,124005000,30589700,3819390,24,83,22,0.1038949911618561,Sản phẩm không hoạt động đúng cách,2,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Điểm thanh toán tự động,False,,70,0.31,86.0,18,0.0945976475152364,Tạm ổn,6973000,Đầu tư,Dưới 300 triệu,805000000.0,1800000000,Đất đai,Có,,575616000,11
680,10693,2022-06-28,Good,21.0,Nữ,Hà Nội,Kiến trúc sư,Đại học,Đã kết hôn,VIP,545.0,304,0.07,False,False,False,Không,95775.73871785324,720.0,346,296,120,541,True,2,17.0,14,4595795000,255537000,995495000.0,508314000.0,443696000,709919000,12787600,4375970,2,27,8,0.2990272418067636,Sản phẩm giao muộn so với hẹn giao,3,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Giao diện thanh toán trực tuyến trên website,False,0.7781658355438372,11,0.54,545.0,17,0.7870431402911404,Tạm ổn,2261000,Đầu tư,Dưới 300 triệu,860000000.0,700000000,Nhà ở chính,Không,,102552000,19
681,7241,2022-06-15,Good,11.0,,Hồ Chí Minh,Đầu bếp,Trung học phổ thông,Đã kết hôn,VIP,723.0,158,0.07,False,True,True,Không,73495.90478155312,490.0,68,292,52,919,False,2,,9,6290601000,500977000,398157000.0,234094000.0,681732000,520614000,76823900,1961460,168,7,28,0.7085595297701418,Dịch vụ không chuyên nghiệp,2,Sản phẩm đã hết hạn sử dụng,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.8340218761291988,36,0.65,,36,0.2134558837883658,Ổn định,5541000,Làm thuê,Dưới 300 triệu,792000000.0,1500000000,Căn hộ/Chung cư,Có,15000000.0,491400000,6
682,13926,2021-07-12,Good,16.0,Nữ,Hồ Chí Minh,Nhân viên,Đại học,Đã kết hôn,VIP,591.0,550,0.07,False,,False,Không,48747.2280900308,475.0,292,32,397,85,False,11,17.0,3,1901917000,561863000,689821000.0,862192000.0,423537000,833273000,15717400,1385020,105,74,1,0.6895894587868021,Sản phẩm không hoạt động đúng cách,6,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,False,0.3849653056526755,44,0.32,525.0,34,0.5732318133371678,Rất ổn định,1918000,Đầu tư,Dưới 300 triệu,965000000.0,1900000000,Căn hộ/Chung cư,Có,7400000.0,232404000,23
683,12069,2022-11-17,Good,25.0,,Hồ Chí Minh,Công nhân,Đi làm,Độc thân,VIP,929.0,445,0.05,False,False,True,Không,33010.11377789702,141.0,173,99,545,516,True,1,,10,2671794000,869272000,345614000.0,,756301000,51711000,14751000,1766050,198,99,17,0.8445321106011118,Vấn đề khác,8,"Khách hàng đổi ý, không muốn mua nữa",Thẻ tín dụng,Cửa hàng trực tiếp,False,0.0957313196450486,99,0.86,586.0,7,0.3843852958534549,Tạm ổn,9332000,,Trên 1 tỷ,951000000.0,900000000,Nhà ở chính,Không,,28752000,5
684,1434,2021-09-25,Good,10.0,Nữ,Hồ Chí Minh,Đầu bếp,Sinh viên,Độc thân,VIP,947.0,37,0.05,True,True,False,Không,22987.32511372601,,123,83,399,95,False,21,20.0,1,5389555000,34676000,721666000.0,76619000.0,597458000,447210000,71029900,8725890,134,53,44,0.4860938533681207,Sản phẩm giao muộn so với hẹn giao,3,Khách hàng không nhận được hàng,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.6874930143236723,41,0.97,831.0,0,0.9855171627395612,Rất ổn định,9613000,Kinh doanh truyền thống,Trên 1 tỷ,,1100000000,Đất đai,Có,,3468000,13
685,14748,2021-03-29,Good,23.0,Nam,Hà Nội,Người mẫu,Đại học,Độc thân,VIP,871.0,523,0.07,False,True,False,Không,8468.493968900459,,139,27,432,334,False,2,1.0,12,9487239000,827696000,232551000.0,98650000.0,883436000,295112000,37044300,1453870,209,83,31,0.0723230146170683,Sản phẩm giao muộn so với hẹn giao,4,Khách hàng không nhận được hàng,Thẻ tín dụng,Điểm thanh toán tự động,False,0.0973558404452533,60,0.77,747.0,39,0.1971278123845008,Thất thường,2460000,Đầu tư,Trên 1 tỷ,909000000.0,1500000000,Nhà ở chính,Có,,3612000,24
686,13514,2021-10-02,Good,20.0,,Hồ Chí Minh,Người mẫu,Sinh viên,Độc thân,VIP,819.0,250,0.1,False,False,False,Không,28341.331425605287,811.0,218,155,547,258,False,6,20.0,2,1577795000,426096000,,950497000.0,515274000,906984000,63452300,1044370,8,37,1,0.1214595517012873,Sản phẩm không hoạt động đúng cách,9,Vấn đề khác,Thẻ tín dụng,Ứng dụng điện thoại di động,False,0.5649606627401894,46,0.78,,23,0.5220311838757011,Rất ổn định,5998000,Kinh doanh truyền thống,Trên 1 tỷ,626000000.0,1600000000,Đất đai,Không,40100000.0,95460000,11
687,206,2021-07-21,Good,,Nam,Lâm Đồng,Kiến trúc sư,Đại học,Ly hôn,VIP,785.0,18,0.1,True,,False,Không,,,338,210,309,171,False,1,,6,2391578000,235274000,,,701058000,500730000,95746600,3882710,6,65,4,0.3697556163706685,Sản phẩm không như hình ảnh minh họa,13,Sản phẩm gửi sai,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.9370742798865984,89,0.07,44.0,5,0.3719187803329167,Rất ổn định,4055000,Kinh doanh online,Trên 1 tỷ,864000000.0,1200000000,Bất động sản thương mại,Có,,422748000,17
688,1509,2021-06-01,Good,26.0,Nữ,Hồ Chí Minh,Kỹ sư phần mềm,Đại học,Độc thân,VIP,,507,0.05,False,True,False,Không,68812.9835058565,397.0,328,8,524,600,False,1,18.0,9,5780651000,598173000,29536000.0,,743627000,597011000,24114200,2645210,266,20,1,0.6085946972019914,Khách hàng không hài lòng với trải nghiệm mua hàng,2,Sản phẩm không đúng mô tả,Chuyển khoản ngân hàng,Giao diện thanh toán trực tuyến trên website,False,0.1830793977719756,32,0.59,,49,0.6892513342860511,Ổn định,6213000,Đầu tư,Trên 3 tỷ,,1700000000,Bất động sản thương mại,Có,,269664000,22
689,4629,2022-05-22,Good,27.0,,Đà Nẵng,Kỹ sư,Không có,Độc thân,VIP,700.0,601,0.07,False,False,False,Không,19216.621927933036,755.0,181,172,417,640,True,19,16.0,7,7976995000,930070000,246337000.0,797464000.0,5154000,38025000,14798100,3098520,271,92,30,0.6760036701905262,Sản phẩm không hoạt động đúng cách,9,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,False,0.4610601177784863,98,0.43,308.0,15,0.9783100559939032,Tạm ổn,2574000,Cho thuê,Trên 3 tỷ,421000000.0,1500000000,Căn hộ/Chung cư,Có,,175188000,17
690,13370,2021-01-13,Good,11.0,Nữ,Hồ Chí Minh,Giám đốc,Thạc sĩ,Có gia đình,VIP,974.0,854,0.1,True,,False,Không,1279.943847068277,659.0,81,106,333,714,True,21,5.0,9,4121416000,51360000,,,435727000,954896000,34248000,6942680,185,45,2,0.0392278767543622,Khách hàng không hài lòng với trải nghiệm mua hàng,13,Vấn đề khác,Thanh toán qua cổng thanh toán trực tuyến,Ứng dụng điện thoại di động,False,0.2506203704672659,13,0.19,884.0,19,0.9344149925782622,Tạm ổn,7232000,Cho thuê,Trên 1 tỷ,796000000.0,900000000,Bất động sản thương mại,Không,9500000.0,386472000,3
691,7147,2021-03-25,Good,,Nữ,Hà Nội,Giáo viên,Sinh viên,Ly hôn,VIP,990.0,823,0.1,False,False,False,Không,7267.752626901513,422.0,25,182,97,125,True,23,,19,4264642000,417027000,582000000.0,353212000.0,913063000,225154000,9184800,1826320,53,73,54,0.2617892243865684,Sản phẩm không như hình ảnh minh họa,4,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,False,0.7058677042410562,81,0.61,152.0,49,0.8924362441881466,Rất ổn định,9052000,Kinh doanh online,Trên 3 tỷ,928000000.0,1900000000,Đất đai,Không,,540720000,23
