,customer_id,income_date,income_category,income_source,amount,tax_amount,currency,frequency,description,annual_income_category,bank
183,2832,2022-08-05,Lương,Lương,19684.78,18261.1,USD,Hàng năm,Sea beyond trip bank talk number. Catch American country news personal thought.,Dưới 300 triệu,Site pick moment base. Require reduce pick pay attention.
184,2802,2017-11-27,Đầu tư,Bất động sản,25492.71,11129.34,EUR,Hàng tháng,Approach heart administration remember. Visit mouth think other quite occur.,Dưới 300 triệu,Mission third power. Section matter air staff recently clearly.
185,2109,2022-07-24,Đầu tư,Kinh doanh,7910.08,6014.46,EUR,Hàng năm,Civil debate rest Republican mind special ago. Specific power your class.,Dưới 300 triệu,Have red suddenly society chair. Bill six head mother so inside mean.
186,2433,2018-03-06,Đầu tư,Đầu tư,21438.88,29894.74,VND,Hàng năm,On you these risk street change play. Great rock position save song form.,Dưới 300 triệu,Week whom own stand real. Notice message quality put. Response wait notice administration.
187,2425,2014-01-16,Bất động sản,Đầu tư,12348.29,25403.39,USD,Hàng tháng,Dog break with whole perhaps stage detail.,Dưới 300 triệu,Role gas dog lay economy. During big traditional PM which course set.
188,2651,2018-12-10,Kinh doanh,Lương,13537.43,7837.54,EUR,Hàng tháng,Model design animal such behavior fly suffer evidence.,Dưới 300 triệu,Capital already doctor fine own. Other western beautiful young. Bar east site.
189,2557,2016-11-25,Bất động sản,Đầu tư,23936.88,8037.05,EUR,Hàng tháng,Positive include rule. Discover approach film view. Under contain crime production.,Dưới 300 triệu,Vote argue involve seven small. Second rest Mrs.
190,2492,2016-11-21,Kinh doanh,Bất động sản,20790.06,28827.36,USD,Hàng tháng,Save still your spend call check they sometimes. Back total now good stand seat.,Dưới 300 triệu,Back before per citizen. Attorney phone bit ability left minute.
191,2103,2022-01-21,Kinh doanh,Đầu tư,29371.87,13226.21,VND,Hàng năm,Admit hope think fly news. Guess home recently prevent range. Himself toward both no.,Dưới 300 triệu,Keep second phone accept event sport find. Get environmental should education seem mother.
192,2761,2021-07-08,Bất động sản,Đầu tư,17315.63,24328.88,EUR,Hàng tháng,Public operation quickly community scene. Generation carry front anything fall its.,Dưới 300 triệu,Specific do no true heart. Admit anything cover your friend society despite.
193,2443,2021-02-13,Bất động sản,Bất động sản,18550.6,19285.72,USD,Hàng tháng,Wrong by difference local fire. Idea happy woman dream.,Dưới 300 triệu,Because author special their full. Theory dinner son here.
194,2154,2014-01-12,Lương,Bất động sản,15365.43,24975.23,EUR,Hàng tháng,Him rather follow hot. Include race capital when.,Dưới 300 triệu,Election last strong give beat. Lead process home describe manage.
195,2964,2016-06-24,Kinh doanh,Bất động sản,24151.93,21680.54,USD,Hàng tháng,Get well really down threat. Wear blue floor rest. Themselves financial role sort term long.,Dưới 300 triệu,Edge argue beyond end. Onto as your under agent late join process. Buy head from probably.
196,2158,2017-08-05,Lương,Đầu tư,5469.68,14913.69,EUR,Hàng tháng,Animal their interview collection sister. When also teach strong then thank action.,Dưới 300 triệu,Claim rather box scene. You common list several eye source. Base finish simple.
197,2551,2022-01-29,Bất động sản,Lương,18603.09,11236.86,USD,Hàng tháng,See former good expect serious next special. Least whether tax.,Dưới 300 triệu,Turn people current appear wide recognize able generation. Main modern on popular.
198,2679,2018-11-13,Kinh doanh,Đầu tư,21560.08,6901.43,EUR,Hàng tháng,Road according interesting treat. Bag agent experience.,Dưới 300 triệu,Entire use develop southern someone. Dream various agree government.
199,2180,2020-05-02,Bất động sản,Lương,17827.96,15685.63,VND,Hàng tháng,Whether name test realize option charge. Enjoy indeed option only cause. Serve own night artist.,Dưới 300 triệu,Respond sometimes treatment husband city somebody. Enjoy parent religious off cause person.
200,2718,2021-02-16,Lương,Kinh doanh,14954.08,16623.67,EUR,Hàng tháng,Born weight part popular at. Lot information here thought media.,Dưới 300 triệu,Various authority left since.
201,2397,2015-04-12,Lương,Lương,21035.91,16973.09,EUR,Hàng tháng,Pay less paper listen glass policy new quite. Watch ball perhaps leader get own goal.,Dưới 300 triệu,"Keep seat common hour.
Oil table camera sister situation final cause."
202,2797,2017-03-02,Lương,Lương,28881.45,12800.19,USD,Hàng năm,Minute and theory clearly how series. Indeed condition character spring start.,Dưới 300 triệu,Defense contain poor reduce mother. Music debate training so.
203,2171,2018-10-01,Kinh doanh,Đầu tư,24264.98,20912.56,EUR,Hàng năm,Include church within whole. Must resource line agency piece light rest.,Dưới 300 triệu,Certainly finally nice military because. Avoid run house beyond. As short dog.
204,2568,2022-11-04,Kinh doanh,Bất động sản,22463.63,25209.4,USD,Hàng năm,Call unit discussion. Prove design simple.,Dưới 300 triệu,Government out strong. Road election discuss pull treat without away.
205,2369,2019-08-20,Kinh doanh,Đầu tư,19171.86,26121.09,EUR,Hàng tháng,Door reality book compare. Next hear some course image speak.,Dưới 300 triệu,Generation choice understand interest provide none. Like history series law.
206,2749,2022-04-19,Đầu tư,Đầu tư,28209.06,11461.71,USD,Hàng năm,"Author well partner be. Phone charge film chair name whole.
Yard people mention method make.",Dưới 300 triệu,Early force score thank mission. Fine message seek short.
207,2394,2020-02-04,Đầu tư,Bất động sản,5336.7,28846.39,USD,Hàng tháng,Conference available year certain. Until board its establish somebody leader direction.,Dưới 300 triệu,Page lawyer people believe her. Already change month ground. Just green success think yet ever.
208,2202,2021-02-11,Lương,Kinh doanh,18575.3,22902.75,VND,Hàng tháng,In research they traditional interest society. Necessary dog system dog national.,Dưới 300 triệu,Either develop guess offer meet begin hard. Yourself attack yard rich involve system recently.
209,2568,2017-01-13,Bất động sản,Bất động sản,22788.19,7064.24,VND,Hàng tháng,Should laugh just network case year. Hit analysis by miss. Cause whose live each.,Dưới 300 triệu,Former great wonder community example throughout speak. Might teach tax popular.
210,2806,2020-03-12,Lương,Lương,23658.68,14565.73,EUR,Hàng tháng,Me notice who economic paper their.,Dưới 300 triệu,Catch produce help analysis. Security compare radio light member management build.
211,2606,2015-05-16,Kinh doanh,Lương,28186.6,26247.99,VND,Hàng năm,Indeed thing rule seven thank pull many painting. Alone boy tree cover tree white current.,Dưới 300 triệu,"Social white administration while real.
Lot summer fly. Attorney realize former weight."
212,2208,2019-09-04,Bất động sản,Đầu tư,23726.45,9457.58,USD,Hàng tháng,Data writer process always account make age. Yourself thousand enter science lose program daughter.,Dưới 300 triệu,Pressure quality issue ten adult part. Several prepare develop blood.
213,2357,2018-10-14,Bất động sản,Đầu tư,7214.58,25683.83,VND,Hàng năm,Tree federal together base. Where usually network into ready.,Dưới 300 triệu,Change lose good. Whose although program not. Us food live every low.
214,2023,2021-03-17,Đầu tư,Lương,20379.62,23868.71,USD,Hàng tháng,College across what national. Buy huge better occur field top alone.,Dưới 300 triệu,Explain money save need life far ten.
215,2054,2020-08-01,Đầu tư,Kinh doanh,25306.78,28915.99,EUR,Hàng tháng,Book music soon beat western.,Dưới 300 triệu,All want nice age. Grow avoid few carry. Study where Republican.
216,2116,2018-10-04,Bất động sản,Kinh doanh,23616.72,17605.86,USD,Hàng tháng,Argue account man work great firm mother just. Child now leg still talk yourself traditional table.,Dưới 300 triệu,Today like evidence believe garden. Know use car.
217,2935,2020-10-03,Kinh doanh,Bất động sản,21521.33,17936.13,EUR,Hàng năm,Article nature adult them. Person article beautiful receive. See black hundred man.,Dưới 300 triệu,Later particularly show officer food effort. Art town sea risk central never list.
218,2743,2016-01-22,Lương,Lương,25215.46,29653.67,EUR,Hàng năm,Local magazine stage experience room. Three be yes maybe discussion opportunity.,Dưới 300 triệu,Try main by. Box red participant develop impact.
219,2679,2014-06-08,Bất động sản,Kinh doanh,11691.51,20960.84,EUR,Hàng tháng,"Ground early not beat pattern performance.
Serve eat final or.",Dưới 300 triệu,Congress might certain. Myself become mind world own happen writer.
220,2876,2018-04-23,Bất động sản,Đầu tư,24222.39,15529.8,USD,Hàng năm,Would summer today day her action the. Majority her suddenly pressure benefit as. His speak large.,Dưới 300 triệu,Agreement cause new single argue. Describe kitchen give.
221,2101,2015-11-17,Kinh doanh,Kinh doanh,18987.82,16348.27,VND,Hàng năm,Chair address TV take shake. See always you everyone federal campaign bit.,Dưới 300 triệu,Most grow myself provide street. Stand require that receive series.
222,2220,2018-12-05,Bất động sản,Đầu tư,27699.35,7350.69,EUR,Hàng tháng,Box what east one stop here. Into drug with way exist risk.,Dưới 300 triệu,Bill design put lead. Perform out grow plant. Bar Democrat agree population sport.
223,2867,2017-08-24,Bất động sản,Bất động sản,9719.78,9330.53,EUR,Hàng tháng,Father myself wrong store property serious. Work conference traditional few happen cultural.,Dưới 300 triệu,Call full wife threat. Both building together trip step.
224,2868,2019-06-08,Bất động sản,Đầu tư,9926.86,13993.28,EUR,Hàng tháng,Knowledge last vote. Arm probably would movement. Past week base despite.,Dưới 300 triệu,Sound run if. Bed road season from should low the. Explain heavy door site rather.
225,2350,2021-04-16,Lương,Bất động sản,6104.99,20265.24,VND,Hàng năm,Box good institution.,Dưới 300 triệu,Loss big edge perform great team government. Few assume degree let out return.
226,2481,2016-10-16,Lương,Lương,29764.21,25887.45,USD,Hàng tháng,Include dog single. Thus firm name rest.,Dưới 300 triệu,"Here available sound. End rest nature.
Trip cultural can first."
227,2410,2023-02-10,Đầu tư,Bất động sản,11697.94,13804.79,VND,Hàng năm,Choose kid affect front building threat option.,Dưới 300 triệu,Successful however my.
228,2018,2016-12-21,Bất động sản,Đầu tư,19717.06,12932.76,VND,Hàng năm,Land voice black man. That stage office most little concern once.,Dưới 300 triệu,Respond provide near stop. Minute religious camera he heavy deep human should.
229,2068,2022-09-26,Đầu tư,Bất động sản,14775.39,17995.87,VND,Hàng tháng,Claim standard must. Middle rich weight million. Institution face push too own give these window.,Dưới 300 triệu,Far probably make big crime stay sea.
230,2038,2015-06-23,Lương,Lương,27555.22,13417.43,USD,Hàng tháng,Scientist color bar per network college eight. Conference him life painting mission maintain.,Dưới 300 triệu,Movement magazine hear. Near law artist deep center. Bank join worry movement whole partner ask.
231,2653,2014-11-19,Đầu tư,Lương,17123.13,20858.88,EUR,Hàng năm,"Bank since sometimes drug. Save matter every medical listen.
Congress inside blue off whom.",Dưới 300 triệu,Firm attack officer record standard throughout. Put style their author experience letter.
232,2343,2015-10-23,Lương,Kinh doanh,27746.43,14021.28,VND,Hàng tháng,Month argue action sometimes institution. Pretty food care agent kitchen.,Dưới 300 triệu,Consumer lay occur it. Space world color. Goal offer stand send degree.
233,2604,2015-06-10,Lương,Bất động sản,12930.02,17716.02,USD,Hàng năm,Team huge need explain. Decide four center.,Dưới 300 triệu,Public yourself human rich. Class analysis player. Study road off pay important water since.
234,2873,2023-02-26,Đầu tư,Đầu tư,5940.05,6586.61,EUR,Hàng tháng,Provide national develop local student director. Water will now eight approach doctor Democrat.,Dưới 300 triệu,Red effort stock consider down traditional necessary. Wind view political be officer sure.
235,2840,2015-03-18,Đầu tư,Bất động sản,18759.68,19344.28,EUR,Hàng tháng,Under point race cut million remember baby. Modern effect financial us simply ok left.,Dưới 300 triệu,Main statement them third wonder stop.
236,2077,2014-08-14,Kinh doanh,Đầu tư,15344.95,8156.9,EUR,Hàng năm,Turn specific reason increase president learn. Stay form upon. Matter few interest.,Dưới 300 triệu,Something popular wide have available risk term office. About ability resource board eat draw.
237,2241,2018-11-01,Kinh doanh,Lương,11928.24,17010.54,EUR,Hàng năm,Indeed data officer force. Crime increase however enjoy career. Natural arm black step population.,Dưới 300 triệu,Clear account exist industry agent. Itself animal bad.
238,2807,2013-12-16,Kinh doanh,Lương,18767.82,13491.63,USD,Hàng tháng,Skill nearly political west impact clearly early goal. During our tough technology act glass far.,Dưới 300 triệu,Among occur good prepare. Fact add attorney plant although receive mission fish.
239,2037,2017-01-18,Bất động sản,Đầu tư,24976.41,5932.21,USD,Hàng năm,Machine plan small onto. Make article easy probably. Player half watch avoid time almost war.,Dưới 300 triệu,Game what world president student. Claim realize thousand help without.
240,2768,2018-05-18,Kinh doanh,Lương,22671.96,22551.56,EUR,Hàng năm,Game too second always. Western information hard without many. Team serve part tell.,Dưới 300 triệu,Quality produce weight phone minute but imagine population.
241,2189,2022-08-19,Kinh doanh,Kinh doanh,7869.07,8251.14,EUR,Hàng tháng,Fact baby drive claim huge day. Opportunity exist such. Than physical level trial state.,Dưới 300 triệu,Provide economic old minute boy. Tough campaign writer.
242,2739,2018-11-12,Đầu tư,Bất động sản,9907.54,6382.34,USD,Hàng năm,More town change light environmental. Water west need serve.,Dưới 300 triệu,Group skin manage again red radio. Follow yourself where cause policy everyone despite when.
243,2950,2017-12-13,Đầu tư,Kinh doanh,28140.35,20885.0,VND,Hàng năm,Throw let entire include green. Minute like against ago go.,Dưới 300 triệu,Over owner two thank similar. Method middle type manager. Couple past pull human job him.
244,2034,2014-09-12,Kinh doanh,Đầu tư,27467.13,5996.69,VND,Hàng tháng,Relate expert knowledge. Peace national later goal stand message here.,Dưới 300 triệu,Detail region certain prepare garden.
245,2537,2021-11-19,Kinh doanh,Lương,28646.27,10006.3,USD,Hàng năm,Imagine middle thank mean sing police politics. Many season behavior up election beat lead.,Dưới 300 triệu,"Point run several growth.
Fine federal tree far. Stay how person pick area."
246,2249,2018-05-16,Bất động sản,Đầu tư,13122.48,28611.21,VND,Hàng tháng,Marriage answer finally out indicate natural. Generation their size security.,Dưới 300 triệu,Itself yourself personal himself become. Six hot surface account per yourself.
247,2609,2013-10-22,Kinh doanh,Kinh doanh,22109.85,12424.07,EUR,Hàng năm,Pass last section. Indeed born stay girl society staff as.,Dưới 300 triệu,Activity order goal born this. Instead space often stay catch.
248,2629,2022-03-08,Bất động sản,Đầu tư,5579.26,5516.39,VND,Hàng năm,Source position tax small like. Tough attorney reveal law leg everybody able during.,Dưới 300 triệu,Bar brother focus participant bit dinner road. Serious least investment company executive officer.
249,2848,2017-03-18,Đầu tư,Đầu tư,6851.55,15504.64,EUR,Hàng năm,Your piece safe history start radio top. Sport might environment what leg door spend.,Dưới 300 triệu,Daughter point inside. Baby he entire specific it management rock recent.
250,2975,2016-07-30,Bất động sản,Bất động sản,20093.07,9134.4,USD,Hàng năm,Share up three effect until. Involve against four.,Dưới 300 triệu,Evening once that energy. Indicate could western few TV side wish.
251,2577,2020-12-29,Bất động sản,Đầu tư,11384.63,5366.69,VND,Hàng năm,Other member must president wrong story owner. Author body rather again little gas tonight.,Dưới 300 triệu,Upon force point their happy. Sell company area who able. Including seven growth team.
252,2469,2021-09-19,Đầu tư,Kinh doanh,17699.62,10228.69,USD,Hàng năm,Street side often present PM can.,Dưới 300 triệu,Either cell answer court far. Tv no manager about it property.
253,2713,2015-04-14,Kinh doanh,Bất động sản,26558.26,6356.26,VND,Hàng năm,Ago body begin fine city somebody someone. Card daughter hot authority tonight attack long.,Dưới 300 triệu,Energy network fall director. My soon simply down world yet no. Several study put control part.
254,2893,2020-12-10,Lương,Đầu tư,23785.44,23551.17,USD,Hàng năm,Happen main year beautiful guy. Reality task share feel he. Including challenge about boy rule.,Dưới 300 triệu,Painting interest might training must. Subject interesting both resource billion.
255,2016,2014-03-19,Đầu tư,Đầu tư,12720.59,26949.04,VND,Hàng tháng,Table now run.,Dưới 300 triệu,Common work child agency. Bill fly result.
256,2734,2022-09-18,Lương,Đầu tư,7997.15,29726.21,EUR,Hàng tháng,Pattern seem agree. May old business art left movement.,Dưới 300 triệu,"Player prevent against majority community.
See special anything billion. Radio friend close coach."
257,2132,2016-07-31,Đầu tư,Bất động sản,20185.93,10814.3,EUR,Hàng tháng,Mrs daughter radio week language trial fall. Most game dinner me Mr drive defense.,Dưới 300 triệu,Worker generation man pass his Mr team.
258,2774,2023-06-23,Đầu tư,Đầu tư,12343.79,15510.91,EUR,Hàng năm,Decision lot over. Window free father tax. Commercial phone film event different blood.,Dưới 300 triệu,Degree girl interview ok. Yes type year.
259,2831,2016-05-18,Lương,Kinh doanh,15192.73,10790.17,VND,Hàng tháng,Wide stay thought religious already source. Return sing commercial I everything could.,Dưới 300 triệu,Lawyer position to.
260,2645,2018-07-19,Kinh doanh,Kinh doanh,22828.75,14484.01,EUR,Hàng tháng,Treat career play response technology. Several east everyone.,Dưới 300 triệu,Well ago hand game mean especially mother too. Money standard part assume run you.
261,2738,2022-08-07,Đầu tư,Đầu tư,5036.58,22611.77,USD,Hàng năm,Field manage generation road. Senior result fall within country. Help record each data look.,Dưới 300 triệu,Third mention clearly book final end whom. Catch big against almost head feeling value.
262,2510,2022-11-27,Kinh doanh,Kinh doanh,5779.67,14268.98,EUR,Hàng năm,Learn career build ok.,Dưới 300 triệu,"They close success. Blood age white force become.
Occur most too machine condition politics."
263,2896,2015-06-13,Bất động sản,Đầu tư,28476.39,7787.93,EUR,Hàng năm,Appear upon good factor final throw Congress. Section foreign color development offer.,Dưới 300 triệu,Voice young often less expert. Son four could least see officer. Tell adult yet office also.
264,2830,2022-02-27,Đầu tư,Bất động sản,5282.32,12768.14,VND,Hàng năm,Place energy newspaper. Key our assume need understand. Military treat spring hold.,Dưới 300 triệu,Bit role safe team somebody. Economic moment plan ten. Push art current such she start hand.
265,2118,2021-10-10,Kinh doanh,Đầu tư,15919.33,24610.49,VND,Hàng tháng,"Decision fact we to. Sound catch more process.
Arrive artist break leg glass remember send.",Dưới 300 triệu,Decision more computer modern. Benefit hair model deep.
266,2612,2014-12-14,Kinh doanh,Kinh doanh,12301.43,6208.13,VND,Hàng tháng,Smile because leg price sound suggest. Family fact entire card bit. This tend fight in pretty.,Dưới 300 triệu,Doctor I today sell paper. Right structure stay employee hospital little town.
267,2004,2018-02-17,Lương,Bất động sản,23293.26,26313.03,VND,Hàng tháng,Lay fine level however small subject machine. Say foot issue surface attorney human through type.,Dưới 300 triệu,Quickly free issue south. Major power newspaper wonder until.
268,2010,2014-01-14,Lương,Đầu tư,13317.78,5468.45,VND,Hàng tháng,Shake hot friend simple. Accept arrive customer human physical kid.,Dưới 300 triệu,Newspaper sometimes thing say clear stand next. Order personal concern.
269,2481,2018-05-26,Kinh doanh,Đầu tư,12384.08,18766.64,USD,Hàng tháng,Interesting likely deep quickly great end. Thank though first another although.,Dưới 300 triệu,Inside air walk use add. Sister art hospital second energy.
270,2188,2017-04-01,Kinh doanh,Bất động sản,27175.03,10964.78,EUR,Hàng năm,War himself education maintain. Leader population scientist. Town character his money particularly.,Dưới 300 triệu,Majority form sometimes of on. House fight news however land strong.
271,2037,2020-11-13,Đầu tư,Đầu tư,15169.0,5399.78,VND,Hàng tháng,Song soon its leave pressure pick. Author know road without heart.,Dưới 300 triệu,Challenge single surface lead with must. Month field response most party real note risk.
272,2780,2017-12-10,Kinh doanh,Kinh doanh,10622.32,12604.64,VND,Hàng tháng,Herself ok huge number with live family. Recent nothing them brother truth until.,Dưới 300 triệu,Interest result know about kid. On include box wrong child particularly.
273,2814,2022-06-26,Đầu tư,Kinh doanh,6570.47,16079.38,VND,Hàng tháng,"West prove stay. Action base class shoulder simply.
Describe focus really chance spend least such.",Dưới 300 triệu,Situation play single drug standard evening someone. Where become itself difficult southern arrive.
274,2766,2017-11-04,Đầu tư,Đầu tư,6457.78,7231.66,VND,Hàng tháng,Sport fire state hour discover street. Beat because media fast first result.,Dưới 300 triệu,City guess together sometimes resource. Allow author example.
275,2681,2018-06-19,Kinh doanh,Lương,6436.23,6351.12,EUR,Hàng tháng,Service lot kid. Particularly choose be into analysis often serve. Upon spring expect spend.,Dưới 300 triệu,Mission every town sign. Pick two nation popular visit they present.
276,2090,2018-12-11,Kinh doanh,Đầu tư,22851.21,18180.2,VND,Hàng tháng,Try line anyone relate. True Mr suffer audience fight huge.,Dưới 300 triệu,Again program item wrong necessary evening someone.
277,2742,2018-01-10,Đầu tư,Kinh doanh,13144.13,13930.94,EUR,Hàng năm,Management source alone improve skill. Question so though beyond do food garden would.,Dưới 300 triệu,Identify speak cup use something address. Sea leave least state or election.
278,2886,2016-07-24,Bất động sản,Lương,15652.35,11112.38,USD,Hàng năm,Exist serious agree value life. Collection kid cause way opportunity evidence window.,Dưới 300 triệu,Wife seem news follow. At discussion argue. Herself show coach serve record.
279,2933,2023-03-28,Kinh doanh,Lương,10992.93,24322.92,USD,Hàng năm,Son least food charge put. First cup month once amount adult.,Dưới 300 triệu,Maybe book seek war thought save. Focus worry evidence rate forward.
280,2546,2016-03-02,Đầu tư,Đầu tư,23868.78,14263.61,USD,Hàng năm,Save Democrat at. Travel away maintain technology attack station rock.,Dưới 300 triệu,"Culture authority reflect open participant team husband father.
Tax article should apply long."
281,2361,2017-08-16,Đầu tư,Bất động sản,28952.56,17780.94,USD,Hàng tháng,Artist involve trouble teacher. New door executive population trip.,Dưới 300 triệu,Laugh large time seat opportunity nothing. Down plant give author.
282,2310,2023-05-09,Kinh doanh,Đầu tư,19170.38,26790.23,EUR,Hàng tháng,"Father international wall value author again. East my fall kid.
Camera continue we ago develop.",Dưới 300 triệu,Fill democratic newspaper song agency pay college. Growth necessary which director peace.
283,2171,2019-05-20,Bất động sản,Kinh doanh,8379.78,6992.22,EUR,Hàng năm,Miss he doctor.,Dưới 300 triệu,Challenge deep month. Purpose vote their.
284,2242,2017-11-27,Đầu tư,Đầu tư,9288.58,26397.63,USD,Hàng tháng,House source spring provide. Pm cultural day radio their and there.,Dưới 300 triệu,Already occur machine energy itself. Development near vote example partner voice.
285,2439,2014-04-23,Kinh doanh,Đầu tư,27158.7,27909.44,VND,Hàng năm,Impact fear above reveal analysis create beautiful. You my note per return quality choose.,Dưới 300 triệu,See attention life buy her every individual. Coach window major. Focus control need.
286,2071,2015-04-19,Kinh doanh,Bất động sản,18365.16,29628.19,EUR,Hàng tháng,Until social campaign security half.,Dưới 300 triệu,Air civil song peace top. When believe whether draw whether everybody.
287,2666,2017-03-10,Đầu tư,Đầu tư,17693.65,26757.96,EUR,Hàng năm,"Tend player start ahead. Simple institution health spring event.
However case local.",Dưới 300 triệu,Hour word world spend across senior. Vote by organization pay.
288,2351,2020-11-01,Lương,Kinh doanh,28714.02,5815.76,USD,Hàng tháng,Reason chair tree class attention. Stuff raise PM kid threat source bank.,Dưới 300 triệu,Television cover high campaign authority space person.
289,2064,2016-02-14,Kinh doanh,Đầu tư,13176.65,15073.88,USD,Hàng tháng,Democrat have human nearly factor only be. Student wall television themselves first.,Dưới 300 triệu,Enjoy professor change former. Black plan few either. Risk fire pick Mr.
290,2238,2014-10-30,Đầu tư,Lương,9883.37,29395.6,VND,Hàng năm,Employee boy dark indeed sell improve send. Cultural without speak less more top.,Dưới 300 triệu,Seem arrive each performance defense someone and everyone. Resource act somebody history move line.
291,2519,2014-09-26,Đầu tư,Kinh doanh,9059.29,6884.92,EUR,Hàng năm,Up of stuff all. Car dog conference special five.,Dưới 300 triệu,Amount today inside chance most sign sense. Baby event current their between night.
292,2884,2014-06-02,Bất động sản,Bất động sản,9572.02,26604.19,VND,Hàng năm,Present position start join. Big leader identify expect left.,Dưới 300 triệu,Best speech few a. With decision raise ready. Baby today quality eat everyone.
293,2824,2020-08-24,Lương,Đầu tư,10130.41,24074.91,VND,Hàng tháng,Fly over soldier nearly dog board. Could score wait building letter.,Dưới 300 triệu,Garden meet claim fast fire section. After recent sense. Hope along table bank energy deep.
294,2022,2023-01-11,Kinh doanh,Bất động sản,14072.04,6232.2,USD,Hàng tháng,Training song other evidence.,Dưới 300 triệu,Bring level late onto make. Must almost peace center edge organization free.
295,2625,2020-09-10,Kinh doanh,Kinh doanh,7176.94,21095.57,VND,Hàng năm,Area just top win modern. Relate benefit book single subject.,Dưới 300 triệu,Music attack Congress firm. Pay popular throw still serve hand.
296,2169,2018-10-04,Lương,Kinh doanh,12902.26,17009.07,VND,Hàng tháng,From develop national performance. Political occur throw hope.,Dưới 300 triệu,Difference heart that like. Hard economic girl energy when grow. Skill right perform main.
297,2874,2018-03-26,Đầu tư,Bất động sản,18978.96,8387.88,VND,Hàng năm,Article little city only you others one.,Dưới 300 triệu,Focus tell their beyond interest general. Big age small little.
298,2681,2015-01-26,Đầu tư,Đầu tư,27259.89,19322.23,USD,Hàng năm,Hit among help father military those. Rest threat campaign wear perhaps choose piece effect.,Dưới 300 triệu,Company glass cause article. Perform stand strong decade yard. Word chance service.
299,2426,2022-09-16,Lương,Đầu tư,6573.28,21460.17,USD,Hàng tháng,"Business debate notice direction foot apply.
Ask out attorney research. Message heavy meet morning.",Dưới 300 triệu,Kind exactly thousand east challenge. Resource heavy sit theory.
300,2185,2022-10-23,Đầu tư,Kinh doanh,12826.71,25854.91,USD,Hàng năm,Final either artist information white. Fill important answer. Officer each east low crime.,Dưới 300 triệu,Yes understand among after close. Brother stay cover.
301,2975,2017-07-11,Bất động sản,Bất động sản,28770.18,12362.87,EUR,Hàng năm,Expert television court whom those. Agree box indicate choice. Should require whom under.,Dưới 300 triệu,Information region stay carry agency. On real argue dog teach really phone.
302,2050,2021-09-18,Lương,Bất động sản,15765.52,20324.26,USD,Hàng năm,West guy quite me article. Charge rise south pull include course. Decision lead for recent.,Dưới 300 triệu,Expert time visit. Growth owner by soon democratic interest step.
303,2787,2013-09-21,Bất động sản,Đầu tư,20213.82,21884.66,USD,Hàng tháng,Reveal include only century work general there western.,Dưới 300 triệu,Car campaign parent. Collection article under work too reflect however because.
304,2361,2013-10-01,Lương,Bất động sản,13921.51,23611.6,EUR,Hàng tháng,Voice rich much own cell green. None describe note choice mother.,Dưới 300 triệu,Knowledge more available answer. Arm however trouble week street almost.
305,2406,2023-01-13,Bất động sản,Kinh doanh,25816.36,29276.87,VND,Hàng tháng,Say plant type maybe media figure. For garden rest party director.,Dưới 300 triệu,Magazine interest few score fine pass phone. History read price now.
306,2748,2023-02-20,Kinh doanh,Lương,23528.01,5963.18,EUR,Hàng năm,Just much role. Once statement image activity democratic care.,Dưới 300 triệu,Most song account agreement simple. Smile same off.
307,2584,2022-09-28,Bất động sản,Đầu tư,27925.76,24877.38,EUR,Hàng năm,Hotel term sense check add. Early meet myself outside common yes.,Dưới 300 triệu,Speak itself court travel cost watch. Enough offer amount my dream individual community.
308,2408,2019-10-31,Lương,Bất động sản,18816.64,19055.61,EUR,Hàng năm,Just word seven agree upon memory spring. Worry writer bag poor on. Small they blue bad.,Dưới 300 triệu,Than where cover find whether travel. Recent form nation effort.
309,2170,2020-09-24,Đầu tư,Lương,26018.09,14207.65,USD,Hàng năm,Spend move community trade. Crime ground compare development activity public. By inside rest wife.,Dưới 300 triệu,Watch several data coach training.
310,2244,2016-04-21,Đầu tư,Lương,16046.54,26791.53,VND,Hàng tháng,Production develop something consumer six least. Third clearly letter Mr.,Dưới 300 triệu,Message reach happen hundred call somebody. Thought whole break cost tree child.
311,2138,2018-03-21,Bất động sản,Lương,28854.66,19183.47,VND,Hàng năm,Attention tend charge force. Little prepare week list wrong. Represent fast worry gun much.,Dưới 300 triệu,Our put whether walk seek activity food. Decision hard forget heavy.
312,2490,2022-01-27,Lương,Kinh doanh,27110.89,20235.94,USD,Hàng tháng,Teacher tonight because successful growth pretty. Another oil million position term.,Dưới 300 triệu,Direction worry present behind watch. Modern newspaper while soldier training read.
313,2522,2017-01-02,Kinh doanh,Bất động sản,29839.91,8083.53,USD,Hàng tháng,Stop training sea room boy. Reality day step make television.,Dưới 300 triệu,Increase buy use figure. Government value indeed her safe. Clearly realize my national.
314,2174,2014-03-02,Đầu tư,Kinh doanh,9511.97,27794.32,EUR,Hàng năm,Business walk notice response especially build. Or voice environmental night high husband outside.,Dưới 300 triệu,Believe although something account. Religious clear too effort.
315,2240,2022-06-25,Bất động sản,Bất động sản,16449.62,18803.1,VND,Hàng năm,Professional financial after more later. Report account buy through food bit so.,Dưới 300 triệu,"Our wall answer these page.
Morning ball debate meeting surface federal. Might color low north."
316,2607,2019-11-10,Kinh doanh,Đầu tư,21836.95,22055.52,USD,Hàng tháng,Miss scientist sport building hot nation. Picture place hot more.,Dưới 300 triệu,Glass play about read onto. Ground final vote position animal result out.
