,customer_id,credit_label,credit_rating,credit_score,approval_status,reject_reason,credit_limit,application_date,application_reason,disbursement_date
957,25748,Good,Tốt,703,Chấp nhận,,35000000.0,2022-09-26,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-10-21
958,19942,Good,Tốt,703,Chấp nhận,,50000000.0,2022-11-12,Mua mô tô,2022-12-06
959,3520,Good,Tốt,696,Chấp nhận,,40000000.0,2022-11-07,Mua máy tính/laptop,2022-12-03
960,28358,Good,Xuất sắc,727,Chấp nhận,,85000000.0,2022-12-04,"Chi tiêu sinh nhật, lễ tết",2022-12-24
961,44223,Good,Xuất sắc,742,Chấp nhận,,65000000.0,2022-03-11,Đi du lịch,2022-03-28
962,70174,Good,Tốt,710,Chấp nhận,,75000000.0,2022-01-24,Mua hàng điện tử,2022-02-21
963,35720,Bad,Trung bình,640,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,,2022-09-28,"Chi tiêu sinh nhật, lễ tết",
964,79218,Good,Tốt,703,Chấp nhận,,35000000.0,2022-05-08,Mua điện thoại/smartphone,2022-05-26
965,64306,Good,Tốt,693,Chấp nhận,,40000000.0,2022-08-09,Mở kinh doanh nhỏ,2022-08-28
966,77152,Good,Tốt,710,Chấp nhận,,55000000.0,2022-07-22,Mua điện thoại/smartphone,2022-08-19
967,63051,Good,Tốt,703,Chấp nhận,,35000000.0,2022-01-29,"Chi tiêu sinh nhật, lễ tết",2022-02-25
968,33727,Good,Tốt,710,Chấp nhận,,30000000.0,2022-07-14,Mua mô tô,2022-08-08
969,31791,Good,Tốt,700,Chấp nhận,,50000000.0,2022-08-04,Mua sắm thời trang,2022-08-29
970,9030,Good,Tốt,696,Chấp nhận,,35000000.0,2022-12-05,Thanh toán chi phí gia đình,2022-12-23
971,14061,Good,Tốt,707,Chấp nhận,,35000000.0,2022-12-03,"Làm đẹp, spa",2022-12-21
972,57232,Good,Tốt,713,Chấp nhận,,55000000.0,2022-02-14,Sửa chữa nhà cửa,2022-02-28
973,55888,Good,Tốt,707,Chấp nhận,,65000000.0,2022-03-25,Mua hàng điện tử,2022-04-21
974,36367,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-02-13,Đi du lịch,2022-03-08
975,91234,Good,Xuất sắc,758,Chấp nhận,,80000000.0,2022-10-14,Thanh toán chi phí gia đình,2022-10-29
976,82126,Good,Tốt,693,Chấp nhận,,30000000.0,2022-12-09,Mua mô tô,2022-12-27
977,92870,Good,Tốt,696,Chấp nhận,,45000000.0,2022-10-21,Thanh toán khoản vay cũ,2022-11-18
978,29190,Good,Tốt,710,Chấp nhận,,55000000.0,2022-04-20,Mua hàng điện tử,2022-05-07
979,57376,Good,Tốt,696,Chấp nhận,,30000000.0,2022-08-06,Đi du lịch,2022-08-22
980,66996,Good,Tốt,710,Chấp nhận,,35000000.0,2022-11-18,Sửa chữa nhà cửa,2022-12-05
981,7484,Bad,Kém,532,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,,2022-02-21,Thanh toán khoản vay cũ,
982,91722,Good,Xuất sắc,742,Chấp nhận,,85000000.0,2022-10-19,Mua sắm thiết bị gia đình,2022-11-16
983,13109,Good,Tốt,696,Chấp nhận,,65000000.0,2022-07-09,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-08-02
984,62932,Good,Xuất sắc,742,Chấp nhận,,65000000.0,2022-10-17,"Chi tiêu sinh nhật, lễ tết",2022-11-05
985,17945,Good,Tốt,700,Chấp nhận,,40000000.0,2022-08-06,Mua sắm thời trang,2022-08-31
986,90762,Good,Tốt,713,Chấp nhận,,60000000.0,2022-11-29,Thanh toán khoản vay cũ,2022-12-15
987,49733,Good,Tốt,713,Chấp nhận,,35000000.0,2022-04-29,"Chi tiêu sinh nhật, lễ tết",2022-05-24
988,59636,Good,Tốt,710,Chấp nhận,,30000000.0,2022-04-18,Mua mô tô,2022-05-17
989,58339,Good,Tốt,710,Chấp nhận,,40000000.0,2022-05-10,Xây dựng nhà ở,2022-05-25
990,86544,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-08-24,Mua đồ thể thao,2022-09-13
991,80503,Good,Tốt,696,Chấp nhận,,45000000.0,2022-12-18,Mua đồ trang sức,2023-01-02
992,96392,Good,Xuất sắc,742,Chấp nhận,,65000000.0,2022-01-02,Thanh toán khoản vay cũ,2022-01-16
993,19081,Good,Xuất sắc,727,Chấp nhận,,80000000.0,2022-08-03,"Chi tiêu sinh nhật, lễ tết",2022-09-01
994,19479,Good,Tốt,713,Chấp nhận,,45000000.0,2022-05-05,Mở kinh doanh nhỏ,2022-06-02
995,86117,Good,Tốt,717,Chấp nhận,,35000000.0,2022-10-04,Mua mô tô,2022-10-28
996,43406,Good,Xuất sắc,742,Chấp nhận,,50000000.0,2022-05-26,Thanh toán học phí,2022-06-19
997,96997,Good,Tốt,693,Chấp nhận,,40000000.0,2022-12-07,Mở kinh doanh nhỏ,2022-12-29
998,85941,Good,Tốt,696,Chấp nhận,,40000000.0,2022-09-24,Mua điện thoại/smartphone,2022-10-18
999,3963,Good,Tốt,703,Chấp nhận,,30000000.0,2022-07-23,Thanh toán chi phí gia đình,2022-08-15
1000,9500,Good,Tốt,713,Chấp nhận,,35000000.0,2022-01-29,Mua đồ điện tử gia dụng,2022-02-13
1001,15343,Good,Tốt,710,Chấp nhận,,30000000.0,2022-03-23,Thanh toán chi phí gia đình,2022-04-11
1002,45890,Good,Tốt,703,Chấp nhận,,30000000.0,2022-05-28,Mua đồ trang sức,2022-06-19
1003,20910,Good,Tốt,710,Chấp nhận,,50000000.0,2022-06-21,Thanh toán khoản vay cũ,2022-07-05
1004,58495,Good,Tốt,696,Chấp nhận,,65000000.0,2022-10-22,Đi du lịch,2022-11-11
1005,70284,Bad,Kém,570,Từ chối,Quá nhiều khoản vay,,2022-11-07,Thanh toán chi phí gia đình,
1006,24000,Good,Tốt,703,Chấp nhận,,40000000.0,2022-09-17,Thêm vốn kinh doanh,2022-10-16
1007,23635,Good,Tốt,700,Chấp nhận,,45000000.0,2022-10-10,Mua điện thoại/smartphone,2022-11-02
1008,51280,Good,Tốt,703,Chấp nhận,,35000000.0,2022-11-29,Mua điện thoại/smartphone,2022-12-25
1009,42187,Good,Tốt,713,Chấp nhận,,30000000.0,2022-08-03,Thanh toán khoản vay cũ,2022-08-23
1010,80614,Good,Tốt,693,Chấp nhận,,30000000.0,2022-08-10,Thanh toán khoản vay cũ,2022-09-06
1011,47238,Good,Tốt,700,Chấp nhận,,35000000.0,2022-02-18,Thanh toán khoản vay cũ,2022-03-09
1012,79481,Good,Tốt,696,Chấp nhận,,30000000.0,2022-11-24,Đi du lịch,2022-12-22
1013,1739,Good,Tốt,707,Chấp nhận,,50000000.0,2022-09-28,Mua sắm thiết bị gia đình,2022-10-21
1014,97097,Good,Tốt,703,Chấp nhận,,35000000.0,2022-06-12,Mua đồ thể thao,2022-07-10
1015,19726,Bad,Trung bình,640,Chấp nhận,,15000000.0,2022-03-18,Mua điện thoại/smartphone,2022-04-08
1016,12796,Bad,Kém,532,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,,2022-08-23,Mua hàng điện tử,
1017,93497,Good,Tốt,707,Chấp nhận,,30000000.0,2022-08-04,Mua sắm thời trang,2022-09-02
1018,72195,Good,Tốt,696,Chấp nhận,,70000000.0,2022-02-14,Mua hàng điện tử,2022-03-07
1019,54632,Good,Tốt,713,Chấp nhận,,55000000.0,2022-06-25,Đi du lịch,2022-07-10
1020,79437,Good,Tốt,710,Chấp nhận,,30000000.0,2022-10-12,Thanh toán khoản vay cũ,2022-11-01
1021,43797,Good,Tốt,713,Chấp nhận,,30000000.0,2022-09-23,Mua máy tính/laptop,2022-10-15
1022,83229,Good,Tốt,700,Chấp nhận,,55000000.0,2022-11-04,Mua mô tô,2022-11-22
1023,6139,Good,Tốt,693,Chấp nhận,,30000000.0,2022-10-29,Đi du lịch,2022-11-16
1024,11081,Good,Tốt,713,Chấp nhận,,50000000.0,2022-02-24,Mua sắm thời trang,2022-03-16
1025,82786,Good,Tốt,710,Chấp nhận,,55000000.0,2022-01-20,Thanh toán khoản vay cũ,2022-02-07
1026,50154,Good,Xuất sắc,742,Chấp nhận,,50000000.0,2022-12-11,Thanh toán chi phí gia đình,2022-12-31
1027,11612,Good,Tốt,707,Chấp nhận,,35000000.0,2022-02-14,Mua mô tô,2022-03-10
1028,28252,Good,Tốt,693,Chấp nhận,,65000000.0,2022-06-22,Mua hàng điện tử,2022-07-07
1029,77992,Good,Tốt,717,Chấp nhận,,55000000.0,2022-11-18,"Chi tiêu sinh nhật, lễ tết",2022-12-11
1030,37918,Good,Tốt,710,Chấp nhận,,55000000.0,2022-08-20,Mua sắm thiết bị gia đình,2022-09-06
1031,98552,Good,Tốt,693,Chấp nhận,,65000000.0,2022-03-07,Mua hàng điện tử,2022-04-01
1032,37315,Bad,Kém,338,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,,2022-10-11,Đi du lịch,
1033,78066,Good,Tốt,713,Chấp nhận,,35000000.0,2022-01-03,Mua máy tính/laptop,2022-01-31
1034,29751,Bad,Kém,532,Từ chối,Thu nhập không đủ,,2022-09-08,Mua máy tính/laptop,
1035,7744,Good,Tốt,717,Chấp nhận,,40000000.0,2022-08-21,Mua mô tô,2022-09-06
1036,4303,Good,Tốt,710,Chấp nhận,,55000000.0,2022-02-24,Đi du lịch,2022-03-18
1037,70860,Good,Tốt,713,Chấp nhận,,50000000.0,2022-09-05,Đi du lịch,2022-09-28
1038,91952,Good,Tốt,710,Chấp nhận,,35000000.0,2022-07-20,Thanh toán hóa đơn y tế,2022-08-04
1039,58944,Good,Tốt,693,Chấp nhận,,30000000.0,2022-08-11,"Làm đẹp, spa",2022-08-28
1040,22478,Good,Tốt,713,Chấp nhận,,35000000.0,2022-07-03,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-20
1041,28045,Good,Tốt,703,Chấp nhận,,35000000.0,2022-02-13,"Chi tiêu sinh nhật, lễ tết",2022-03-11
1042,95558,Good,Tốt,707,Chấp nhận,,60000000.0,2022-12-28,Đi du lịch,2023-01-18
1043,96268,Good,Tốt,713,Chấp nhận,,35000000.0,2022-09-26,Mua hàng điện tử,2022-10-21
1044,68823,Good,Tốt,710,Chấp nhận,,30000000.0,2022-12-22,Mua đồ điện tử gia dụng,2023-01-14
1045,878,Good,Tốt,713,Chấp nhận,,45000000.0,2022-11-07,Mua hàng điện tử,2022-11-24
1046,47815,Good,Tốt,696,Chấp nhận,,35000000.0,2022-06-01,Mua mô tô,2022-06-19
1047,93105,Bad,Kém,416,Từ chối,Quá nhiều khoản vay,,2022-03-17,"Làm đẹp, spa",
1048,69973,Good,Tốt,696,Chấp nhận,,30000000.0,2022-02-22,Mua hàng điện tử,2022-03-16
1049,36520,Good,Tốt,710,Chấp nhận,,55000000.0,2022-12-26,Thanh toán học phí,2023-01-17
1050,23895,Good,Tốt,700,Chấp nhận,,65000000.0,2022-08-28,Mua đồ điện tử gia dụng,2022-09-25
1051,22410,Good,Tốt,696,Chấp nhận,,35000000.0,2022-05-11,Mua hàng điện tử,2022-05-29
1052,45797,Good,Tốt,713,Chấp nhận,,45000000.0,2022-12-21,Mua đồ điện tử gia dụng,2023-01-05
1053,54651,Good,Tốt,693,Chấp nhận,,55000000.0,2022-02-16,Thanh toán học phí,2022-03-09
1054,41136,Bad,Trung bình,633,Từ chối,Công việc không ổn định,,2022-02-06,Mua hàng điện tử,
1055,30564,Bad,Kém,570,Từ chối,Công việc không ổn định,,2022-09-13,Đi du lịch,
1056,34011,Good,Tốt,703,Chấp nhận,,40000000.0,2022-06-20,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-18
1057,4430,Good,Tốt,696,Chấp nhận,,65000000.0,2022-08-30,Đi du lịch,2022-09-18
1058,13997,Good,Tốt,700,Chấp nhận,,60000000.0,2022-10-26,Mua hàng điện tử,2022-11-15
1059,5014,Good,Tốt,713,Chấp nhận,,45000000.0,2022-08-30,Sửa chữa nhà cửa,2022-09-23
1060,6165,Good,Tốt,710,Chấp nhận,,30000000.0,2022-01-28,Mua đồ điện tử gia dụng,2022-02-11
1061,58616,Good,Xuất sắc,727,Chấp nhận,,50000000.0,2022-07-06,Đi du lịch,2022-07-26
1062,67075,Good,Tốt,696,Chấp nhận,,35000000.0,2022-08-20,Mua mô tô,2022-09-08
1063,88972,Good,Tốt,693,Chấp nhận,,45000000.0,2022-09-09,Mua mô tô,2022-09-27
1064,51640,Good,Tốt,693,Chấp nhận,,30000000.0,2022-02-13,Mua đồ trang sức,2022-03-12
1065,78011,Good,Tốt,717,Chấp nhận,,40000000.0,2022-05-30,Đi du lịch,2022-06-26
1066,85585,Good,Tốt,696,Chấp nhận,,35000000.0,2022-08-06,Thanh toán học phí,2022-09-01
1067,85406,Good,Tốt,707,Chấp nhận,,30000000.0,2022-07-25,Mở kinh doanh nhỏ,2022-08-19
1068,64450,Good,Tốt,710,Chấp nhận,,40000000.0,2022-01-01,Thanh toán khoản vay cũ,2022-01-21
1069,41981,Good,Tốt,693,Chấp nhận,,40000000.0,2022-08-09,Mua mô tô,2022-08-25
1070,68104,Good,Tốt,713,Chấp nhận,,65000000.0,2022-04-15,Mua điện thoại/smartphone,2022-05-10
1071,19999,Good,Tốt,710,Chấp nhận,,40000000.0,2022-12-15,Sửa chữa nhà cửa,2022-12-31
1072,71026,Bad,Trung bình,640,Từ chối,Công việc không ổn định,,2022-08-07,Mua sắm thời trang,
1073,12043,Good,Xuất sắc,742,Chấp nhận,,60000000.0,2022-12-09,Mua đồ điện tử gia dụng,2022-12-24
1074,44489,Good,Tốt,700,Chấp nhận,,30000000.0,2022-03-09,Thanh toán khoản vay cũ,2022-03-27
1075,17485,Good,Tốt,717,Chấp nhận,,50000000.0,2022-12-15,Đi du lịch,2022-12-31
1076,41499,Good,Xuất sắc,742,Chấp nhận,,50000000.0,2022-10-12,Thanh toán học phí,2022-11-08
1077,63145,Good,Xuất sắc,742,Chấp nhận,,60000000.0,2022-11-21,Thanh toán khoản vay cũ,2022-12-13
1078,42103,Good,Tốt,713,Chấp nhận,,35000000.0,2022-11-16,Mua đồ điện tử gia dụng,2022-12-05
1079,60615,Good,Tốt,710,Chấp nhận,,35000000.0,2022-08-08,Mua mô tô,2022-08-26
1080,54581,Good,Tốt,710,Chấp nhận,,45000000.0,2022-04-23,Thanh toán khoản vay cũ,2022-05-08
1081,57886,Good,Tốt,713,Chấp nhận,,40000000.0,2022-09-04,Mua đồ trang sức,2022-09-19
1082,30798,Good,Xuất sắc,727,Chấp nhận,,75000000.0,2022-11-22,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-12-21
1083,28939,Good,Tốt,710,Chấp nhận,,35000000.0,2022-02-20,Sửa chữa nhà cửa,2022-03-08
1084,12913,Good,Tốt,707,Chấp nhận,,50000000.0,2022-02-10,Mua đồ điện tử gia dụng,2022-03-01
1085,2764,Good,Tốt,710,Chấp nhận,,60000000.0,2022-05-21,Đi du lịch,2022-06-13
1086,2662,Good,Tốt,690,Chấp nhận,,55000000.0,2022-08-29,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-09-23
1087,68070,Good,Tốt,693,Chấp nhận,,55000000.0,2022-04-30,Mở kinh doanh nhỏ,2022-05-26
1088,19868,Good,Tốt,700,Chấp nhận,,40000000.0,2022-12-14,Mua đồ điện tử gia dụng,2023-01-01
1089,13735,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-04-23,Thanh toán chi phí gia đình,2022-05-12
1090,1243,Good,Tốt,700,Chấp nhận,,70000000.0,2022-01-17,Đi du lịch,2022-02-08
1091,99782,Good,Tốt,710,Chấp nhận,,65000000.0,2022-09-27,Mua máy tính/laptop,2022-10-14
1092,18094,Good,Xuất sắc,742,Chấp nhận,,75000000.0,2022-06-03,"Làm đẹp, spa",2022-06-19
1093,3162,Good,Tốt,693,Chấp nhận,,45000000.0,2022-02-01,Mua điện thoại/smartphone,2022-02-15
1094,27044,Good,Tốt,696,Chấp nhận,,45000000.0,2022-12-19,Thanh toán hóa đơn y tế,2023-01-05
1095,81617,Good,Tốt,703,Chấp nhận,,35000000.0,2022-03-11,Mua điện thoại/smartphone,2022-04-02
1096,36521,Good,Xuất sắc,742,Chấp nhận,,85000000.0,2022-11-05,Thanh toán khoản vay cũ,2022-11-27
1097,15262,Good,Tốt,713,Chấp nhận,,30000000.0,2022-05-04,Mở kinh doanh nhỏ,2022-05-29
1098,60465,Good,Tốt,713,Chấp nhận,,45000000.0,2022-01-13,Mua máy tính/laptop,2022-01-28
1099,42059,Good,Tốt,710,Chấp nhận,,45000000.0,2022-05-09,Mua mô tô,2022-05-28
1100,99056,Good,Tốt,713,Chấp nhận,,40000000.0,2022-04-01,Đi du lịch,2022-04-28
1101,84234,Good,Tốt,710,Chấp nhận,,60000000.0,2022-06-24,Thanh toán hóa đơn y tế,2022-07-18
1102,57311,Good,Tốt,693,Chấp nhận,,30000000.0,2022-03-31,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-04-26
1103,59401,Good,Tốt,710,Chấp nhận,,35000000.0,2022-02-19,"Làm đẹp, spa",2022-03-17
1104,52862,Good,Tốt,696,Chấp nhận,,45000000.0,2022-11-11,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-11-26
1105,51628,Good,Tốt,703,Chấp nhận,,75000000.0,2022-09-01,Thanh toán khoản vay cũ,2022-09-24
1106,82966,Good,Tốt,710,Chấp nhận,,30000000.0,2022-01-29,Đi du lịch,2022-02-13
1107,83594,Good,Tốt,713,Chấp nhận,,40000000.0,2022-08-11,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-09-01
1108,60214,Good,Tốt,693,Chấp nhận,,50000000.0,2022-01-11,Mua hàng điện tử,2022-01-29
1109,46550,Good,Tốt,713,Chấp nhận,,35000000.0,2022-02-06,"Làm đẹp, spa",2022-03-01
1110,48950,Good,Tốt,693,Chấp nhận,,30000000.0,2022-08-09,Thanh toán khoản vay cũ,2022-08-24
1111,86710,Good,Tốt,713,Chấp nhận,,35000000.0,2022-03-07,Thanh toán khoản vay cũ,2022-03-27
1112,12332,Good,Tốt,696,Chấp nhận,,45000000.0,2022-12-24,Mua hàng điện tử,2023-01-22
1113,51841,Good,Tốt,713,Chấp nhận,,30000000.0,2022-06-08,"Chi tiêu sinh nhật, lễ tết",2022-07-05
1114,7759,Good,Tốt,693,Chấp nhận,,75000000.0,2022-04-04,Thanh toán khoản vay cũ,2022-05-01
1115,12094,Bad,Kém,570,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,,2022-02-14,Thanh toán khoản vay cũ,
1116,47819,Good,Tốt,707,Chấp nhận,,35000000.0,2022-11-12,Mở kinh doanh nhỏ,2022-11-28
1117,34198,Good,Tốt,693,Chấp nhận,,35000000.0,2022-03-01,Mua điện thoại/smartphone,2022-03-26
1118,52648,Good,Tốt,713,Chấp nhận,,35000000.0,2022-02-05,Mở kinh doanh nhỏ,2022-02-20
1119,6999,Good,Tốt,693,Chấp nhận,,30000000.0,2022-12-12,Thanh toán chi phí gia đình,2023-01-08
1120,99775,Good,Tốt,710,Chấp nhận,,50000000.0,2022-12-23,Tiêu dùng và giải trí,2023-01-12
1121,23756,Good,Xuất sắc,727,Chấp nhận,,75000000.0,2022-05-05,Mua đồ điện tử gia dụng,2022-05-30
1122,47953,Good,Tốt,713,Chấp nhận,,65000000.0,2022-07-15,Mua mô tô,2022-08-11
1123,3476,Good,Tốt,693,Chấp nhận,,55000000.0,2022-09-21,Mua mô tô,2022-10-15
1124,89448,Good,Tốt,693,Chấp nhận,,50000000.0,2022-08-29,"Chi tiêu sinh nhật, lễ tết",2022-09-22
1125,51990,Good,Xuất sắc,742,Chấp nhận,,50000000.0,2022-07-23,Mua điện thoại/smartphone,2022-08-13
1126,49246,Good,Tốt,693,Chấp nhận,,40000000.0,2022-03-12,Mua máy tính/laptop,2022-04-03
1127,31357,Good,Xuất sắc,727,Chấp nhận,,60000000.0,2022-10-18,Mua đồ điện tử gia dụng,2022-11-01
1128,3884,Good,Tốt,710,Chấp nhận,,35000000.0,2022-12-05,Mua đồ điện tử gia dụng,2023-01-01
1129,9815,Good,Tốt,713,Chấp nhận,,60000000.0,2022-07-12,Mua đồ thể thao,2022-08-04
1130,10438,Good,Tốt,693,Chấp nhận,,30000000.0,2022-05-05,Thanh toán khoản vay cũ,2022-05-25
1131,89549,Good,Tốt,703,Chấp nhận,,65000000.0,2022-09-09,Đi du lịch,2022-10-02
1132,31349,Good,Tốt,707,Chấp nhận,,40000000.0,2022-08-18,Tiêu dùng và giải trí,2022-09-02
1133,38142,Good,Tốt,707,Chấp nhận,,40000000.0,2022-09-27,Mua điện thoại/smartphone,2022-10-21
1134,29889,Good,Tốt,710,Chấp nhận,,45000000.0,2022-12-20,Mua mô tô,2023-01-04
1135,70444,Bad,Trung bình,640,Chấp nhận,,15000000.0,2022-06-10,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-09
1136,41034,Good,Tốt,696,Chấp nhận,,45000000.0,2022-12-13,Đi du lịch,2023-01-11
1137,49341,Good,Tốt,703,Chấp nhận,,30000000.0,2022-12-28,Mua mô tô,2023-01-16
1138,64773,Good,Tốt,700,Chấp nhận,,45000000.0,2022-01-22,"Chi tiêu sinh nhật, lễ tết",2022-02-12
1139,16299,Good,Tốt,710,Chấp nhận,,35000000.0,2022-07-25,Đi du lịch,2022-08-19
1140,49483,Good,Tốt,696,Chấp nhận,,30000000.0,2022-05-20,Mua máy tính/laptop,2022-06-15
1141,39463,Good,Tốt,717,Chấp nhận,,35000000.0,2022-04-19,Đi du lịch,2022-05-14
1142,15088,Good,Tốt,713,Chấp nhận,,55000000.0,2022-06-15,Thanh toán học phí,2022-07-12
1143,49462,Good,Tốt,710,Chấp nhận,,35000000.0,2022-01-17,Mua sắm thời trang,2022-02-07
1144,64035,Good,Tốt,703,Chấp nhận,,55000000.0,2022-11-15,Đi du lịch,2022-12-01
1145,66173,Good,Xuất sắc,773,Chấp nhận,,65000000.0,2022-11-17,Cắt giảm lãi suất,2022-12-02
1146,56426,Bad,Trung bình,654,Chấp nhận,,20000000.0,2022-05-14,Mua mô tô,2022-05-29
1147,30306,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-04-03,Đi du lịch,2022-04-18
1148,73130,Good,Tốt,710,Chấp nhận,,35000000.0,2022-05-08,"Chi tiêu sinh nhật, lễ tết",2022-05-27
1149,19849,Good,Tốt,710,Chấp nhận,,30000000.0,2022-09-28,Mở kinh doanh nhỏ,2022-10-21
1150,45883,Good,Tốt,710,Chấp nhận,,30000000.0,2022-03-24,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-04-10
1151,62790,Good,Tốt,713,Chấp nhận,,30000000.0,2022-01-20,Đi du lịch,2022-02-12
1152,70720,Good,Tốt,710,Chấp nhận,,30000000.0,2022-06-22,Thanh toán khoản vay cũ,2022-07-10
1153,43810,Good,Tốt,713,Chấp nhận,,30000000.0,2022-08-21,Thanh toán học phí,2022-09-10
1154,89340,Good,Tốt,700,Chấp nhận,,35000000.0,2022-06-13,Đi du lịch,2022-07-05
1155,94481,Good,Tốt,713,Chấp nhận,,70000000.0,2022-03-30,"Chi tiêu sinh nhật, lễ tết",2022-04-24
1156,46881,Bad,Kém,532,Từ chối,Công việc không ổn định,,2022-11-22,Mua sắm thời trang,
1157,76533,Good,Tốt,713,Chấp nhận,,30000000.0,2022-05-05,Mua đồ điện tử gia dụng,2022-05-31
1158,64382,Good,Tốt,710,Chấp nhận,,65000000.0,2022-04-28,Mở kinh doanh nhỏ,2022-05-16
1159,83733,Good,Tốt,710,Chấp nhận,,30000000.0,2022-04-04,Thanh toán khoản vay cũ,2022-04-20
1160,4085,Good,Tốt,696,Chấp nhận,,40000000.0,2022-09-14,Mua đồ trang sức,2022-10-10
1161,788,Good,Xuất sắc,727,Chấp nhận,,65000000.0,2022-01-15,Mở kinh doanh nhỏ,2022-02-12
1162,51211,Good,Tốt,710,Chấp nhận,,35000000.0,2022-09-18,Thanh toán học phí,2022-10-11
1163,14903,Good,Tốt,713,Chấp nhận,,60000000.0,2022-12-17,Mua đồ thể thao,2022-12-31
1164,32123,Good,Tốt,713,Chấp nhận,,30000000.0,2022-06-14,Thanh toán chi phí gia đình,2022-07-07
1165,13207,Bad,Kém,338,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,,2022-02-11,Thanh toán chi phí gia đình,
1166,25215,Good,Tốt,693,Chấp nhận,,50000000.0,2022-10-29,Mua hàng điện tử,2022-11-15
1167,13830,Good,Tốt,696,Chấp nhận,,35000000.0,2022-11-22,Thanh toán khoản vay cũ,2022-12-08
1168,7434,Good,Tốt,710,Chấp nhận,,30000000.0,2022-10-10,Thanh toán khoản vay cũ,2022-11-05
1169,29628,Good,Tốt,696,Chấp nhận,,60000000.0,2022-03-16,Thanh toán khoản vay cũ,2022-04-13
1170,5811,Good,Tốt,710,Chấp nhận,,35000000.0,2022-08-26,Đi du lịch,2022-09-18
1171,36655,Good,Tốt,690,Chấp nhận,,35000000.0,2022-04-10,Điều trị sức khỏe,2022-05-07
1172,78738,Good,Tốt,703,Chấp nhận,,45000000.0,2022-10-08,Thanh toán khoản vay cũ,2022-11-01
1173,75165,Good,Tốt,717,Chấp nhận,,30000000.0,2022-04-18,Thanh toán khoản vay cũ,2022-05-03
1174,20383,Good,Tốt,707,Chấp nhận,,45000000.0,2022-07-28,Mở kinh doanh nhỏ,2022-08-11
1175,9839,Good,Tốt,693,Chấp nhận,,45000000.0,2022-07-10,Mở kinh doanh nhỏ,2022-08-04
1176,96652,Good,Tốt,693,Chấp nhận,,45000000.0,2022-08-02,Mua mô tô,2022-08-23
1177,26963,Good,Tốt,693,Chấp nhận,,30000000.0,2022-03-20,Đi du lịch,2022-04-06
1178,10711,Good,Tốt,707,Chấp nhận,,40000000.0,2022-08-28,Mua mô tô,2022-09-22
1179,60428,Good,Tốt,710,Chấp nhận,,35000000.0,2022-01-05,Mua hàng điện tử,2022-01-29
1180,41365,Good,Tốt,693,Chấp nhận,,40000000.0,2022-10-29,Mua mô tô,2022-11-26
1181,46786,Good,Tốt,713,Chấp nhận,,35000000.0,2022-04-17,Mua điện thoại/smartphone,2022-05-04
1182,13872,Good,Tốt,693,Chấp nhận,,30000000.0,2022-01-15,Mua hàng điện tử,2022-01-31
1183,33504,Good,Tốt,710,Chấp nhận,,45000000.0,2022-06-05,Thanh toán học phí,2022-06-21
1184,47091,Good,Tốt,713,Chấp nhận,,35000000.0,2022-10-04,Thanh toán chi phí gia đình,2022-10-27
1185,91013,Good,Xuất sắc,773,Chấp nhận,,50000000.0,2022-05-26,Thanh toán khoản vay cũ,2022-06-19
1186,82485,Good,Xuất sắc,727,Chấp nhận,,50000000.0,2022-10-29,Mua đồ điện tử gia dụng,2022-11-13
1187,45058,Good,Tốt,707,Chấp nhận,,50000000.0,2022-02-24,Mua đồ trang sức,2022-03-14
1188,56911,Good,Tốt,710,Chấp nhận,,35000000.0,2022-08-07,Thanh toán học phí,2022-09-05
1189,54474,Good,Tốt,710,Chấp nhận,,45000000.0,2022-10-12,Mua đồ điện tử gia dụng,2022-10-26
1190,33066,Good,Tốt,710,Chấp nhận,,45000000.0,2022-01-04,Mua hàng điện tử,2022-01-20
1191,86779,Good,Xuất sắc,742,Chấp nhận,,65000000.0,2022-04-17,Thanh toán học phí,2022-05-02
1192,92751,Good,Tốt,690,Chấp nhận,,30000000.0,2022-01-29,"Làm đẹp, spa",2022-02-17
1193,50449,Good,Tốt,703,Chấp nhận,,60000000.0,2022-05-04,Xây dựng nhà ở,2022-05-31
